season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url
2020,DET,DT,LDT,92,Active,Kevin Strong,Kevin,Strong,1996-08-05,6-4,285,Texas-San Antonio,Cleveland (TX),00-0035334,3124052,6c8c270b-7412-452a-a221-7ec5600cc2a3,32461,14213,48981,21536,6536,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3124052.png
2020,DET,DT,LDT,97,Active,Nicholas Williams,Nicholas,Williams,1990-02-21,6-4,309,Samford,Minor (AL),00-0030500,2317118,e03775ef-3287-476c-9386-ff16ea31d7b8,26846,8969,8006,14974,1414,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2317118.png
2020,DET,G,NA,62,Active,Evan Brown,Evan,Brown,1996-09-16,6-2,302,Southern Methodist,Southlake Carroll (TX),00-0034495,3128412,8fde3481-68c2-43c4-a9d4-de73f0a259e3,31547,13272,38709,20554,5610,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3128412.png
2020,DET,G,LG,73,Active,Jonah Jackson,Jonah,Jackson,1997-02-05,6-4,305,Ohio State,Penncrest (PA),00-0036258,3930040,cc1cc1ef-551b-444e-be5b-1eeb5c3a4177,32745,14668,37070,21944,6952,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3930040.png
2020,DET,G,RG,76,Active,Oday Aboushi,Oday,Aboushi,1991-06-05,6-5,315,Virginia,Xaverian (NY),00-0030083,15972,d46e3db5-f89f-4211-b8a7-baeb1a35df46,26764,8730,7923,14890,1368,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15972.png
2020,DET,G,C,66,Active,Joe Dahl,Joe,Dahl,1993-04-09,6-4,310,Washington State,University (WA),00-0032418,2978331,952d6412-2351-48aa-8053-35a456d4e869,29385,10987,10785,18068,3307,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2978331.png
2020,DET,G,RG,61,Active,Logan Stenberg,Logan,Stenberg,1997-03-18,6-6,320,Kentucky,James Clemens (AL),00-0036234,3915252,cf95d473-31b5-4bf4-b52c-386567c51caa,32791,14678,NA,22026,6884,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915252.png
2020,DET,ILB,NA,50,Active,Al-Rasheed Benton,Al-Rasheed,Benton,NA,6-1,237,None,NA,NA,3052687,69296b92-561f-4b57-b1db-c97f1431b0e8,31629,13192,NA,20280,5690,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052687.png
2020,DET,K,PK,5,Active,Matt Prater,Matt,Prater,1984-08-10,5-10,201,Central Florida,Estero (FL),00-0023853,11122,67f5e782-f91c-4536-9818-cf4a0e7e821d,8565,5051,3471,549,17,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/11122.png
2020,DET,K,NA,16,Active,Matthew Wright,Matthew,Wright,1996-03-22,6-0,179,Central Florida,Lampeter-Strasburg (PA),00-0035189,3128444,f0c7de3c-9e8b-4c3d-b42f-985f29ce163f,32174,14189,NA,21203,6268,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3128444.png
2020,DET,LB,NA,57,Active,Anthony Pittman,Anthony,Pittman,1996-11-24,6-3,240,"Wayne State, Mich.",Birmingham Groves (MI),00-0035330,4423367,23df1eb7-f589-4e49-bb31-0b4ce983fe32,32457,14211,94372,21543,6651,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4423367.png
2020,DET,LB,OLB,44,Active,Jalen Reeves-Maybin,Jalen,Reeves-Maybin,1995-01-31,6-0,233,Tennessee,Northeast (TN),00-0033557,3044729,61e1881b-a33e-4d33-b518-017145d5fc03,30237,11980,11879,19009,4163,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3044729.png
2020,DET,LB,SLB,45,Active,Jason Cabinda,Jason,Cabinda,1996-03-17,6-1,235,Penn State,Hunterdon Central (NJ),00-0034171,3116158,da8694f7-3e30-4500-b890-bd28c7bc0ddc,31480,12662,50714,20074,5565,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116158.png
2020,DET,LB,MLB,51,Active,Jahlani Tavai,Jahlani,Tavai,1996-09-28,6-2,250,Hawaii,Mira Costa (CA),00-0035240,3124587,dfb05fbc-7329-4893-8dc1-3d30033e49d0,31875,13885,51055,20959,6179,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3124587.png
2020,DET,LB,MLB,51,Active,Shaun Dion Hamilton,Shaun Dion,Hamilton,1995-09-11,6-0,235,Alabama,Carver (AL),00-0034336,3115310,37476573-91a5-454f-a849-baf46c293940,31167,12907,49706,20003,5367,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3115310.png
2020,DET,LB,SLB,58,Active,Jamie Collins,Jamie,Collins,1989-10-20,6-3,255,Southern Mississippi,Franklin County (MS),00-0030421,15830,ca760cb5-83dd-4415-acc8-ef8b508ba976,26675,8715,7833,14885,1364,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15830.png
2020,DET,LB,MLB,40,Active,Jarrad Davis,Jarrad,Davis,1994-11-16,6-1,245,Florida,Camden County (GA),00-0033539,3054951,808fe9a2-51dc-4d22-8f09-da1857b5a699,30134,11966,11776,18913,4067,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3054951.png
2020,DET,LB,SLB,59,Active,Reggie Ragland,Reggie,Ragland,1993-09-23,6-2,252,Alabama,Bob Jones (AL),00-0033058,2979855,cda62c8b-89dd-4c03-a86d-dba70541693a,29275,11109,10675,17937,3176,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2979855.png
2020,DET,LB,NA,69,Active,Kareem Martin,Kareem,Martin,1992-02-19,6-6,272,North Carolina,Roanoke Rapids (NC),00-0031050,16764,69c1e87f-7ffc-487d-8724-09f4fba12b59,27612,9410,8719,16647,2244,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16764.png
2020,DET,LB,OLB,52,Active,Christian Jones,Christian,Jones,1991-02-18,6-3,250,Florida State,Lake Howell (FL),00-0031130,17070,10d49d75-aa4a-4d26-b9b5-c74f4e3c9ac8,27839,9384,9020,16434,2110,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/17070.png
2020,DET,LS,NA,48,Active,Don Muhlbach,Don,Muhlbach,1981-08-17,6-4,258,Texas A&amp;M,Lufkin (TX),00-0022455,8362,046a6f57-6927-4f46-9c0b-67b762f2e42b,7120,6405,2130,6300,252,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8362.png
2020,DET,OT,NA,51,Active,Brett Kendrick,Brett,Kendrick,1995-04-12,6-5,305,None,NA,NA,3044736,19183c08-1130-4690-990d-8c1d83ad11c5,31655,13331,NA,20277,5698,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3044736.png
2020,DET,P,NA,3,Active,Jack Fox,Jack,Fox,1996-09-01,6-2,224,Rice,Ladue Horton Watkins (MO),00-0035156,3916370,7141ec7a-4f3d-44a4-979e-6644ab9e8f7b,32358,13715,34735,21376,6523,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3916370.png
2020,DET,QB,QB,9,Active,Matthew Stafford,Matthew,Stafford,1988-02-07,6-3,220,Georgia,Highland Park (TX),00-0026498,12483,ade43b1a-0601-4672-83b6-d246bc066a19,9265,5971,4924,9038,421,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12483.png
2020,DET,QB,QB,4,Active,Chase Daniel,Chase,Daniel,1986-10-07,6-0,229,Missouri,Carroll (TX),00-0026544,12471,0045a36c-f464-49e0-a25a-9210edc94bc1,9678,6162,5214,9902,490,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12471.png
2020,DET,QB,QB,10,Active,David Blough,David,Blough,1995-07-31,6-0,200,Purdue,Creekview (TX),00-0035040,3116188,a259d6b2-0238-4f22-b3aa-de7132cf9285,32272,13630,46508,21277,6450,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116188.png
2020,DET,RB,RB,33,Active,Kerryon Johnson,Kerryon,Johnson,1997-06-30,5-11,212,Auburn,Madison Academy (AL),00-0034349,3916925,6faa5a10-56b8-4dd0-b8de-0cf1378b6726,31013,12525,34455,19822,5068,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3916925.png
2020,DET,RB,RB,32,Active,D'Andre Swift,D'Andre,Swift,1999-01-14,5-10,211,Georgia,St. Joseph's Prep (PA),00-0036275,4259545,cc4b5f58-a11c-4450-a1df-617ad88336e4,32705,14394,57212,21684,6790,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4259545.png
2020,DET,RB,NA,40,Active,Kerrith Whyte,Kerrith,Whyte,1996-10-31,5-10,204,Florida Atlantic,Seminole Ridge (FL),00-0035596,3919104,0a040f48-4fa1-479d-ae9d-3ab1457539ee,32054,13454,26392,20982,6175,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3919104.png
2020,DET,RB,RB,28,Active,Adrian Peterson,Adrian,Peterson,1985-03-21,6-1,220,Oklahoma,Palestine (TX),00-0025394,10452,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,8261,5215,3623,4807,184,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/10452.png
2020,DET,RB,NA,28,Active,Dalyn Dawkins,Dalyn,Dawkins,1994-12-12,5-7,185,Colorado State,Trinity (KY),00-0034654,3052449,12c39c1f-d579-4bd5-b736-62afd23b8208,31620,13293,39541,20600,5619,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052449.png
2020,DET,RB,FB,46,Active,Nick Bawden,Nick,Bawden,1996-06-22,6-2,245,San Diego State,Los Gatos (CA),00-0034433,3125232,452520cc-4921-47f1-8d6a-55f7cee8bb0c,31207,12828,27413,20018,5116,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3125232.png
2020,DET,RB,NA,30,Active,Tavien Feaster,Tavien,Feaster,1997-12-31,6-0,221,South Carolina,Spartanburg (SC),NA,4035470,0d77e008-ec6d-4816-a186-329c0ecdb6be,33126,14592,NA,21850,7103,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035470.png
2020,DET,SS,SS,26,Active,Duron Harmon,Duron,Harmon,1991-01-24,6-1,205,Rutgers,Caesar Rodney (DE),00-0030383,15842,a2802951-e573-4e8f-ad31-14b9ae5f8e7c,26714,8906,7872,14887,1366,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15842.png
2020,DET,SS,FS,25,Active,Will Harris,Will,Harris,1995-12-19,6-1,207,Boston College,Choate Rosemary Hall (CT),00-0035655,3915297,cae34950-dcb7-4021-ad21-0a8ae7cf47f1,31913,13805,51336,20791,5920,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915297.png
2020,DET,SS,NA,23,Active,Godwin Igwebuike,Godwin,Igwebuike,1994-09-10,6-0,212,Northwestern,Pickerington North (OH),00-0034614,3045238,be8e5962-f2d9-4316-9fdf-212a95dbb590,31258,12725,49166,20191,5220,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3045238.png
2020,DET,T,LT,70,Active,Dan Skipper,Dan,Skipper,1994-09-20,6-9,325,Arkansas,Ralston Valley (CO),00-0033863,3046435,8106a0d3-1cc9-4038-8c1b-9c7886a6bcba,30870,11820,12307,19624,4716,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3046435.png
2020,DET,T,RT,72,Active,Halapoulivaati Vaitai,Halapoulivaati,Vaitai,1993-06-16,6-6,320,Texas Christian,Haltom (TX),00-0032785,2971557,8af5d867-302a-49ae-9acb-fede2cebe979,29398,10951,10798,18081,3320,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971557.png
2020,DET,T,LT,67,Active,Matt Nelson,Matt,Nelson,1995-12-19,6-7,299,Iowa,Xavier (IA),00-0035328,3145005,b38b6c46-7b53-4c5b-864c-04e261c97ddc,32455,14210,48584,21411,6633,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3145005.png
2020,DET,T,LT,68,Active,Taylor Decker,Taylor,Decker,1993-08-23,6-7,318,Ohio State,Butler (OH),00-0032381,2976292,1b17a67d-c771-4e7d-80ea-fb1d19adb200,29250,11020,10650,17946,3185,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2976292.png
2020,DET,T,RT,65,Active,Tyrell Crosby,Tyrell,Crosby,1995-09-05,6-4,310,Oregon,Green Valley (NV),00-0034390,3122687,47ba2a5d-1177-4421-a9f0-4db1906afff7,31123,12803,38897,19975,5106,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3122687.png
2020,DET,TE,TE,86,Active,Khari Lee,Khari,Lee,1992-01-16,6-4,253,Bowie State,Western Tech (MD),00-0031922,3144062,98a944cf-0fc3-4a0b-9011-490722667d37,28893,10503,10018,17154,2686,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3144062.png
2020,DET,TE,NA,47,Active,Jerell Adams,Jerell,Adams,1992-12-31,6-5,254,South Carolina,Scott's Branch (SC),00-0032429,2978727,47426d59-7af4-4714-8050-a85a0ae70f65,29418,10876,10818,18101,3340,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2978727.png
2020,DET,TE,TE,83,Active,Jesse James,Jesse,James,1994-06-04,6-7,250,Penn State,South Allegheny (PA),00-0032135,2979590,a37a5bfd-b48c-4d8b-817a-d8ce7ca3592d,28548,10150,9593,16920,2463,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2979590.png
2020,DET,TE,NA,86,Active,Alize Mack,Alize,Mack,1997-03-29,6-5,247,Notre Dame,Bishop Gorman (NV),00-0035309,3932433,dbda3235-5f3a-4c16-81da-48c093ad6c85,32063,13527,39770,20865,5975,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3932433.png
2020,DET,TE,TE,86,Active,Hunter Bryant,Hunter,Bryant,1998-08-20,6-2,239,Washington,Eastside Catholic (WA),00-0036008,4243318,826c6c22-2a3a-48bb-befb-8e552fb391ea,33186,14364,61072,21683,6846,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243318.png
2020,DET,TE,NA,0,Active,Hunter Thedford,Hunter,Thedford,NA,6-6,260,Utah,Comanche (TX),NA,NA,a35bac80-e810-4e67-9ae2-348e9b0a79e4,NA,15393,NA,NA,7522,2021-02-28T07:10:51Z,NA
2020,DET,TE,TE,88,Active,T.J. Hockenson,T.J.,Hockenson,1997-07-03,6-5,248,Iowa,Chariton (IA),00-0035229,4036133,bd1120b6-38b3-4225-a4b0-20660a149d0d,31840,13610,40912,20805,5844,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4036133.png
2020,DET,WR,SWR,39,Active,Jamal Agnew,Jamal,Agnew,1995-04-03,5-10,190,San Diego,Point Loma (CA),00-0033572,3061612,c871b3a8-72c4-425e-a357-2de37e033c8d,30278,12205,11920,19044,4198,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3061612.png
2020,DET,WR,NA,85,Active,Tom Kennedy,Tom,Kennedy,1996-07-29,5-10,194,Bryant,Farmingdale (NY),00-0035544,3126997,dc51b38c-dc82-44ee-a88b-764d681ce58a,32561,14246,94379,21556,6588,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3126997.png
2020,DET,WR,LWR,12,Active,Mohamed Sanu,Mohamed,Sanu,1989-08-23,6-2,215,Rutgers,South Brunswick (NJ),00-0029632,14922,1726a359-9444-4761-a1f2-cb35ee6fa60e,25793,8026,7084,13878,1071,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14922.png
2020,DET,WR,RWR,11,Active,Marvin Jones,Marvin,Jones,1990-03-12,6-2,198,California,Eitwanda (CA),00-0029293,15072,1a2fbc23-e6db-4d2f-a152-2c774341b7c4,25876,8223,7158,13870,1067,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15072.png
2020,DET,WR,SWR,80,Active,Danny Amendola,Danny,Amendola,1985-11-02,5-11,185,Texas Tech,The Woodlands (TX),00-0026035,11674,973bfe3c-6d0d-4130-a79c-f860650b1da6,9037,5813,4717,9906,491,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/11674.png
2020,DET,WR,RWR,87,Active,Quintez Cephus,Quintez,Cephus,1998-04-01,6-1,205,Wisconsin,Stratford Academy (GA),00-0036277,4035793,3bd012f5-1fdf-4ed7-b660-5013122df93f,32836,14466,29614,21729,6895,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035793.png
2020,DET,WR,NA,13,Active,Victor Bolden,Victor,Bolden,1995-04-04,5-8,178,Oregon State,Los Osos (CA),00-0033306,3056476,30641ad1-3511-48a4-a63a-95c88846b705,30550,11846,12269,19317,4453,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3056476.png
2020,DET,WR,NA,18,Voluntary Opt Out,Geronimo Allison,Geronimo,Allison,1994-01-18,6-3,202,Illinois,Spoto (FL),00-0032626,3115913,cadecca8-a102-43a5-9a0c-f7cef0b9a579,29719,10884,11141,18269,3503,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3115913.png
2020,DET,WR,LWR,19,Active,Kenny Golladay,Kenny,Golladay,1993-11-03,6-4,213,Northern Illinois,St. Rita of Cascia (IL),00-0033932,2974858,659d31a3-9c62-4e3d-a0ea-b2e4967d6947,30209,11857,11851,18977,4131,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2974858.png
2020,GB,C,C,63,Active,Corey Linsley,Corey,Linsley,1991-07-27,6-3,301,Ohio State,Boardman (OH),00-0031019,16864,8a55e15e-9385-4648-8123-bc5f50f6b304,27689,9702,8796,16481,2141,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16864.png
2020,GB,C,NA,67,Active,Jake Hanson,Jake,Hanson,1997-04-29,6-5,297,Oregon,Eureka (CA),00-0036273,3915139,4d224244-dbb8-49db-b8d9-8bb974cea82e,32878,14666,NA,21942,7132,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915139.png
2020,GB,CB,RCB,35,Active,Parry Nickerson,Parry,Nickerson,1994-10-11,5-10,180,Tulane,West Jefferson (LA),00-0034274,3041098,2177026c-2b34-4b88-bc88-50d7c9962064,31149,12958,50511,19994,5091,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3041098.png
2020,GB,CB,NB,39,Active,Chandon Sullivan,Chandon,Sullivan,1996-08-07,5-11,189,Georgia State,Winder-Barrow (GA),00-0034468,3124849,e669f022-4065-4ef7-b850-a90e8b2367c0,31589,12832,49349,20178,5181,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3124849.png
2020,GB,CB,RCB,20,Active,Kevin King,Kevin,King,1995-05-05,6-3,200,Washington,Bishop O'Dowd (CA),00-0033524,3052170,ae0498b4-0ccb-4b11-9449-f26c621d7c79,30146,12020,11788,18925,4079,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052170.png
2020,GB,CB,NA,34,Active,KeiVarae Russell,KeiVarae,Russell,1993-10-19,5-11,196,Notre Dame,Mariner (WA),00-0033091,2980150,771d19bc-f5e2-4a25-8553-4ad3c341c1c9,29308,11166,10708,18004,3243,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2980150.png
2020,GB,CB,NA,38,Active,Tramon Williams,Tramon,Williams,1983-03-16,5-11,192,Louisiana Tech,Assumption (LA),00-0024061,5432,640710b9-72f2-47e1-9afa-f3070b23c119,8212,5861,3558,3942,146,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/5432.png
2020,GB,CB,LCB,23,Active,Jaire Alexander,Jaire,Alexander,1997-02-09,5-10,196,Louisville,Rocky River (NC),00-0034728,3895429,db9fa46f-f0f6-40b8-a207-60d46173d7e1,30988,12549,49350,19839,4979,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3895429.png
2020,GB,CB,LCB,29,Active,Ka'dar Hollman,Ka'dar,Hollman,1994-09-18,6-0,196,Toledo,Burlington Township (NJ),00-0034990,3916676,ca08b2bc-7fad-4dec-88d9-5f5f9712a830,32017,13729,49446,21116,6222,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3916676.png
2020,GB,CB,RCB,37,Active,Josh Jackson,Josh,Jackson,1996-04-03,6-0,196,Iowa,Corinth Lake (TX),00-0034751,3144984,fbf2dd5f-b324-424d-8cd3-335b0d695c6a,31015,12530,50417,19856,5029,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3144984.png
2020,GB,CB,NA,48,Active,Kabion Ento,Kabion,Ento,1996-01-03,6-1,187,Colorado,Dollarway (AR),00-0035079,4040870,23424024-3b7b-4de1-9b0c-09d170f845b3,32268,14104,26015,21418,6619,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040870.png
2020,GB,DB,NA,0,Active,Innis Gaines,Innis,Gaines,1998-08-29,6-2,207,Texas Christian,West Brook (TX),NA,NA,3acd2909-ef8a-4a20-a859-001e6244d57f,NA,NA,NA,NA,7520,2021-02-28T07:10:51Z,NA
2020,GB,DB,FS,31,Active,Adrian Amos,Adrian,Amos,1993-04-29,6-0,214,Penn State,Calvert Hall (MD),00-0031584,2582132,81aaf55d-df8f-47d6-9bf1-06b78df37bf6,28530,10390,9575,16902,2445,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2582132.png
2020,GB,DB,NA,41,Active,Henry Black,Henry,Black,1997-01-03,5-11,204,Baylor,Woodlawn (LA),00-0035962,3928920,959f035c-b8ce-45a3-bbe3-fda439c1e9f1,33222,15070,25687,22269,7271,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3928920.png
2020,GB,DB,SS,36,Active,Vernon Scott,Vernon,Scott,1997-09-11,6-2,206,Texas Christian,Summit (TX),00-0036243,4038538,41ff2f2c-6ddb-4bc5-9712-3664501f7af9,32906,14779,43076,22148,7146,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4038538.png
2020,GB,DB,FS,24,Active,Raven Greene,Raven,Greene,1995-02-02,5-11,197,James Madison,First Colonial (VA),00-0034179,3049331,374036ec-f329-4098-8972-0d9ca326fd37,31433,13111,24750,20293,5545,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3049331.png
2020,GB,DB,NA,46,Active,Stanford Samuels,Stanford,Samuels,1999-02-23,6-2,185,Florida State,Flanagan (FL),00-0035970,4240024,c1bbdfa3-5171-4018-a812-1dddacb3b421,33231,14405,55893,22069,6916,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240024.png
2020,GB,DE,LDE,94,Active,Dean Lowry,Dean,Lowry,1994-06-09,6-6,296,Northwestern,Boylan Catholic (IL),00-0032412,2974348,0df44cfb-8dab-4fc1-8556-108505a4b428,29371,11119,10771,18056,3295,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2974348.png
2020,GB,DE,NT,93,Active,Billy Winn,Billy,Winn,1989-04-15,6-4,300,Boise State,Las Vegas (NV),00-0029303,15021,408aff57-2b32-41f7-9520-0064ad14af21,25915,8160,7190,13911,1086,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15021.png
2020,GB,DE,NA,45,Active,Delontae Scott,Delontae,Scott,1997-01-21,6-5,250,Southern Methodist,Nimitz (TX),00-0035971,3916220,d13f374b-649e-4762-bcbe-660c6dcc2131,33232,15031,NA,22461,7487,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3916220.png
2020,GB,DE,LDE,90,Active,Montravius Adams,Montravius,Adams,1995-07-24,6-4,304,Auburn,Dooly County (GA),00-0033929,3051894,794760c3-b654-48fa-ba3c-3b07fdb4c03e,30206,11752,11848,18978,4132,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051894.png
2020,GB,DE,NA,50,Active,Tipa Galeai,Tipa,Galeai,1997-02-26,6-5,235,Utah State,Trinity (TX),00-0035965,3676832,fa797d7d-4537-4e2e-8fd1-cd8831894092,33225,15072,50275,21891,6981,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3676832.png
2020,GB,DE,RDE,96,Active,Kingsley Keke,Kingsley,Keke,1996-09-26,6-3,288,Texas A&amp;M,George Ranch (TX),00-0034984,3917340,0681ed0d-6b7a-4582-85b8-2692f0c2f058,31982,13538,48718,20848,6103,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3917340.png
2020,GB,DT,NA,79,Active,Anthony Rush,Anthony,Rush,1996-09-01,6-5,350,Alabama-Birmingham,Cary (NC),00-0035390,4239817,65a702f3-1e60-46a3-bce9-8b4e3f939888,32408,14018,56895,21435,6542,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4239817.png
2020,GB,DT,NA,62,Active,Aiulua Fanene,Aiulua,Fanene,NA,6-4,280,Arizona,NA,NA,2516897,NA,30919,NA,NA,19709,4913,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2516897.png
