season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,update_dt,headshot_url
2011,CAR,LB,NA,NA,CUT,Lawrence Wilson,Lawrence,Wilson,1987-11-16,6-1,225,Connecticut,NA,00-0028104,NA,NA,NA,NA,6318,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL744745.png
2011,CAR,LB,NA,53,RES,Jason Phillips,Jason,Phillips,1986-02-14,6-1,242,Texas Christian,NA,00-0026911,NA,NA,NA,NA,5061,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PHI282255.png
2011,CAR,LB,NA,NA,DEV,Phillip Dillard,Phillip,Dillard,1986-12-10,6-0,252,Nebraska,NA,00-0027715,NA,NA,NA,NA,5639,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIL193179.png
2011,CAR,LB,NA,48,CUT,Kelvin Smith,Kelvin,Smith,1984-03-20,6-2,240,Syracuse,NA,00-0025606,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI451530.png
2011,CAR,LS,NA,44,ACT,J.J. Jansen,J.J.,Jansen,1986-01-20,6-2,256,Notre Dame,Brophy Prep (AZ),00-0026027,11759,e2ee3901-8de4-4585-a6ca-b7d77d271d9e,9585,7078,4712,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAN681650.png
2011,CAR,MLB,NA,52,RES,Jon Beason,Jon,Beason,1985-01-14,6-0,237,Miami (Fla.),NA,00-0025412,NA,NA,NA,NA,3641,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEA530518.png
2011,CAR,MLB,NA,55,ACT,Dan Connor,Dan,Connor,1985-11-02,6-2,231,Penn State,NA,00-0026214,NA,NA,NA,NA,4388,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CON508718.png
2011,CAR,OG,NA,NA,DEV,Roger Allen,Roger,Allen,1986-02-10,6-3,323,Missouri Western State,NA,00-0026592,NA,NA,NA,NA,5252,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALL643531.png
2011,CAR,OL,NA,62,ACT,Jeff Byers,Jeff,Byers,1985-09-07,6-4,301,USC,NA,00-0027485,NA,NA,NA,NA,5976,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BYE270861.png
2011,CAR,OLB,NA,50,ACT,James Anderson,James,Anderson,1983-09-26,6-2,235,Virginia Tech,NA,00-0024303,NA,NA,NA,NA,3033,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND291445.png
2011,CAR,OLB,NA,54,ACT,Jason Williams,Jason,Williams,1986-04-23,6-1,244,Western Illinois,NA,00-0027043,NA,NA,NA,NA,4992,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL349409.png
2011,CAR,OLB,NA,59,ACT,Omar Gaither,Omar,Gaither,1984-03-18,6-2,235,Tennessee,NA,00-0024382,NA,NA,NA,NA,3113,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAI790692.png
2011,CAR,OLB,NA,58,RES,Thomas Davis,Thomas,Davis,1983-03-22,6-0,240,Georgia,Randolph-Clay (GA),00-0023448,8429,c8af316c-0e46-41ab-bce5-e63a1730c356,7190,4455,2231,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV768681.png
2011,CAR,OLB,NA,57,ACT,Jordan Senn,Jordan,Senn,1984-06-11,5-11,224,Portland State,NA,00-0025995,NA,NA,NA,NA,4690,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEN224558.png
2011,CAR,P,NA,7,ACT,Jason Baker,Jason,Baker,1978-05-17,6-2,205,Iowa,NA,00-0019921,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAK231304.png
2011,CAR,P,NA,9,CUT,Anthony Santella,Anthony,Santella,1988-03-06,6-2,190,Illinois,NA,00-0028745,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN764822.png
2011,CAR,QB,NA,3,ACT,Derek Anderson,Derek,Anderson,1983-06-15,6-6,235,Oregon State,NA,00-0023645,NA,NA,NA,NA,2430,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND180512.png
2011,CAR,QB,NA,1,ACT,Cam Newton,Cam,Newton,1989-05-11,6-5,248,Auburn,Westlake (GA),00-0027939,13994,214e55e4-a089-412d-9598-a16495df0d25,24788,7257,6153,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEW693984.png
2011,CAR,QB,NA,2,ACT,Jimmy Clausen,Jimmy,Clausen,1987-09-21,6-2,222,Notre Dame,NA,00-0027659,NA,NA,NA,NA,5573,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA709185.png
2011,CAR,QB,NA,16,CUT,Tony Pike,Tony,Pike,1986-03-10,6-6,222,Cincinnati,NA,00-0027801,NA,NA,NA,NA,5727,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIK566472.png
2011,CAR,RB,NA,34,ACT,DeAngelo Williams,DeAngelo,Williams,1983-04-25,5-9,217,Memphis,NA,00-0024242,NA,NA,NA,NA,2972,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL221323.png
2011,CAR,RB,NA,33,RES,Mike Goodson,Mike,Goodson,1987-05-23,6-0,212,Texas A&M,NA,00-0027080,NA,NA,NA,NA,5034,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOO579925.png
2011,CAR,RB,NA,NA,DEV,Kory Sheets,Kory,Sheets,1985-03-31,5-11,206,Purdue,NA,00-0026769,NA,NA,NA,NA,5378,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE161581.png
2011,CAR,RB,NA,28,ACT,Jonathan Stewart,Jonathan,Stewart,1987-03-21,5-10,235,Oregon,NA,00-0026153,NA,NA,NA,NA,4327,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE770966.png
2011,CAR,RB,NA,22,CUT,Tyrell Sutton,Tyrell,Sutton,1986-12-19,5-8,213,Northwestern,NA,00-0026790,NA,NA,NA,NA,5395,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SUT746154.png
2011,CAR,RB,NA,32,ACT,Josh Vaughan,Josh,Vaughan,1986-12-03,6-0,232,Richmond,NA,00-0026644,NA,NA,NA,NA,5289,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAU175116.png
2011,CAR,SS,NA,37,ACT,Jonathan Nelson,Jonathan,Nelson,1988-05-06,5-10,197,Oklahoma,NA,00-0028167,NA,NA,NA,NA,6381,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEL513144.png
2011,CAR,SS,NA,30,ACT,Charles Godfrey,Charles,Godfrey,1985-11-15,5-11,205,Iowa,NA,00-0026207,NA,NA,NA,NA,4381,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOD267860.png
2011,CAR,SS,NA,29,ACT,Jordan Pugh,Jordan,Pugh,1988-01-29,5-11,196,Texas A&M,NA,00-0027799,NA,NA,NA,NA,5725,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PUG231645.png
2011,CAR,T,NA,77,ACT,Byron Bell,Byron,Bell,1989-01-17,6-5,339,New Mexico,NA,00-0028738,NA,NA,NA,NA,6848,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL256488.png
2011,CAR,T,NA,78,CUT,Jacob Bender,Jacob,Bender,1985-04-25,6-6,315,Nicholls State,NA,00-0025564,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEN007006.png
2011,CAR,T,NA,65,RES,Garry Williams,Garry,Williams,1986-08-20,6-3,296,Kentucky,NA,00-0026715,NA,NA,NA,NA,5341,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL292481.png
2011,CAR,T,NA,75,ACT,Lee Ziemba,Lee,Ziemba,1989-03-29,6-6,318,Auburn,NA,00-0028182,NA,NA,NA,NA,6396,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZIE560728.png
2011,CAR,T,NA,79,RES,Jeff Otah,Jeff,Otah,1986-06-17,6-6,330,Pittsburgh,NA,00-0026159,NA,NA,NA,NA,4333,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OTA266972.png
2011,CAR,T,NA,69,ACT,Jordan Gross,Jordan,Gross,1980-07-20,6-4,305,Utah,NA,00-0022117,NA,NA,NA,NA,1324,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO400181.png
2011,CAR,TE,NA,82,RES,Gary Barnidge,Gary,Barnidge,1985-09-22,6-5,247,Louisville,NA,00-0026281,NA,NA,NA,NA,4455,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR521746.png
2011,CAR,TE,NA,47,ACT,Richie Brockel,Richie,Brockel,1986-07-24,6-1,251,Boise State,NA,00-0027583,NA,NA,NA,NA,6037,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO057770.png
2011,CAR,TE,NA,88,ACT,Greg Olsen,Greg,Olsen,1985-03-11,6-5,255,Miami (Fla.),Wayne Hills (NJ),00-0025418,10475,587d0a98-7ec5-45a5-adba-8af26e8f256b,8285,5206,3647,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OLS094822.png
2011,CAR,TE,NA,80,ACT,Jeremy Shockey,Jeremy,Shockey,1980-08-18,6-5,251,Miami (Fla.),NA,00-0021148,NA,NA,NA,NA,1021,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHO162072.png
2011,CAR,TE,NA,NA,DEV,Greg Smith,Greg,Smith,1988-01-13,6-4,245,Texas,NA,00-0028689,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI303545.png
2011,CAR,TE,NA,84,ACT,Ben Hartsock,Ben,Hartsock,1980-07-05,6-4,270,Ohio State,NA,00-0022847,NA,NA,NA,NA,1789,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR749797.png
2011,CAR,WR,NA,86,ACT,Darvin Adams,Darvin,Adams,1990-01-05,6-2,194,Auburn,NA,00-0028746,NA,NA,NA,NA,6856,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA214943.png
2011,CAR,WR,NA,19,ACT,Seyi Ajirotutu,Seyi,Ajirotutu,1987-06-12,6-3,211,Fresno State,NA,00-0027581,NA,NA,NA,NA,6035,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AJI563610.png
2011,CAR,WR,NA,18,CUT,Jamorris Warren,Jamorris,Warren,1987-02-15,6-0,196,Central Missouri State,NA,00-0028748,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR658832.png
2011,CAR,WR,NA,15,CUT,Wallace Wright,Wallace,Wright,1984-02-01,6-1,197,North Carolina,NA,00-0024171,NA,NA,NA,NA,3563,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI726233.png
2011,CAR,WR,NA,11,ACT,Brandon LaFell,Brandon,LaFell,1986-11-04,6-2,211,LSU,NA,00-0027681,NA,NA,NA,NA,5602,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAF184731.png
2011,CAR,WR,NA,12,RES,David Gettis,David,Gettis,1987-08-27,6-3,216,Baylor,NA,00-0027795,NA,NA,NA,NA,5721,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GET190022.png
2011,CAR,WR,NA,87,CUT,David Clowney,David,Clowney,1985-07-07,6-0,188,Virginia Tech,NA,00-0025544,NA,NA,NA,NA,3773,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLO525348.png
2011,CAR,WR,NA,81,ACT,Kealoha Pilares,Kealoha,Pilares,1988-02-20,5-10,201,Hawaii,NA,00-0028070,NA,NA,NA,NA,6284,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIL077839.png
2011,CAR,WR,NA,14,ACT,Armanti Edwards,Armanti,Edwards,1988-03-08,5-11,182,Appalachian State,NA,00-0027692,NA,NA,NA,NA,5613,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW112351.png
2011,CAR,WR,NA,89,ACT,Steve Smith,Steve,Smith,1979-05-12,5-9,185,Utah,NA,00-0020337,NA,NA,NA,NA,837,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI733120.png
2011,CAR,WR,NA,19,CUT,Trent Guy,Trent,Guy,1987-08-22,5-8,171,Louisville,NA,00-0027398,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GUY451769.png
2011,CAR,WR,NA,17,RES,Legedu Naanee,Legedu,Naanee,1983-09-16,6-2,220,Boise State,NA,00-0025559,NA,NA,NA,NA,3788,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NAA444955.png
2011,CHI,C,NA,64,CUT,J.C. Brignone,J.C.,Brignone,1989-02-16,6-1,304,Mississippi State,NA,00-0028341,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRI306625.png
2011,CHI,C,NA,63,ACT,Roberto Garza,Roberto,Garza,1979-03-26,6-2,310,Texas A&M - Kingsville,NA,00-0020260,NA,NA,NA,NA,856,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR798176.png
2011,CHI,C,NA,58,CUT,Alex Linnenkohl,Alex,Linnenkohl,1988-03-17,6-2,304,Oregon State,NA,00-0028348,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LIN765335.png
2011,CHI,C,NA,NA,DEV,Reggie Stephens,Reggie,Stephens,1987-08-28,6-3,320,Iowa State,NA,00-0027820,NA,NA,NA,NA,5751,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE439751.png
2011,CHI,CB,NA,35,ACT,Zack Bowman,Zack,Bowman,1984-11-18,6-1,196,Nebraska,NA,00-0026282,NA,NA,NA,NA,4456,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOW667924.png
2011,CHI,CB,NA,32,CUT,Antareis Bryan,Antareis,Bryan,1988-05-20,6-2,190,Baylor,NA,00-0028342,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRY027881.png
2011,CHI,CB,NA,26,ACT,Tim Jennings,Tim,Jennings,1983-12-24,5-8,185,Georgia,NA,00-0024277,NA,NA,NA,NA,3007,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEN629013.png
2011,CHI,CB,NA,33,ACT,Charles Tillman,Charles,Tillman,1981-02-23,6-2,198,Louisiana-Lafayette,NA,00-0022123,NA,NA,NA,NA,1351,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TIL389442.png
2011,CHI,DB,NA,37,RES,Anthony Walters,Anthony,Walters,1988-09-19,6-1,207,Delaware,NA,00-0028357,NA,NA,NA,NA,6575,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL664834.png
2011,CHI,DB,NA,25,CUT,Ryan Jones,Ryan,Jones,1988-08-08,5-11,195,Northwest Missouri State,NA,00-0028346,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON715173.png
2011,CHI,DB,NA,21,ACT,Corey Graham,Corey,Graham,1985-07-25,6-0,196,New Hampshire,NA,00-0025555,NA,NA,NA,NA,3784,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA137223.png
2011,CHI,DB,NA,30,ACT,D.J. Moore,D.J.,Moore,1987-03-22,5-9,180,Vanderbilt,NA,00-0026907,NA,NA,NA,NA,5042,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO271973.png
2011,CHI,DB,NA,NA,DEV,Joshua Moore,Joshua,Moore,1988-08-20,5-11,183,Kansas State,NA,00-0027604,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO444818.png
2011,CHI,DE,NA,71,ACT,Israel Idonije,Israel,Idonije,1980-11-17,6-6,275,Manitoba (Canada),NA,00-0021604,NA,NA,NA,NA,1632,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IDO444955.png
2011,CHI,DE,NA,NA,CUT,Jake Laptad,Jake,Laptad,1988-07-29,6-4,260,Kansas,NA,00-0028713,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAP749827.png
2011,CHI,DE,NA,98,ACT,Corey Wootton,Corey,Wootton,1987-06-22,6-6,270,Northwestern,NA,00-0027603,NA,NA,NA,NA,5633,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO826932.png
2011,CHI,DE,NA,94,CUT,Vernon Gholston,Vernon,Gholston,1986-06-05,6-3,262,Ohio State,NA,00-0026146,NA,NA,NA,NA,4320,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GHO395377.png
2011,CHI,DE,NA,93,ACT,Thaddeus Gibson,Thaddeus,Gibson,1987-10-21,6-2,243,Ohio State,NA,00-0027716,NA,NA,NA,NA,5640,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIB781270.png
2011,CHI,DE,NA,90,ACT,Julius Peppers,Julius,Peppers,1980-01-18,6-7,287,North Carolina,NA,00-0021140,NA,NA,NA,NA,1010,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEP422041.png
2011,CHI,DE,NA,94,ACT,Chauncey Davis,Chauncey,Davis,1983-01-27,6-2,271,Florida State,NA,00-0023562,NA,NA,NA,NA,2345,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV232877.png
2011,CHI,DT,NA,95,ACT,Anthony Adams,Anthony,Adams,1980-06-18,6-0,310,Penn State,NA,00-0022085,NA,NA,NA,NA,1372,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA106417.png
2011,CHI,DT,NA,91,ACT,Amobi Okoye,Amobi,Okoye,1987-06-10,6-2,292,Louisville,NA,00-0025397,NA,NA,NA,NA,3626,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKO541722.png
2011,CHI,DT,NA,92,ACT,Stephen Paea,Stephen,Paea,1988-05-11,6-1,300,Oregon State,NA,00-0027991,NA,NA,NA,NA,6205,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAE059326.png
2011,CHI,DT,NA,69,ACT,Henry Melton,Henry,Melton,1986-10-11,6-3,295,Texas,NA,00-0026905,NA,NA,NA,NA,5028,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MEL597141.png
2011,CHI,DT,NA,96,ACT,Jordan Miller,Jordan,Miller,1988-02-01,6-2,315,Southern University,NA,00-0028349,NA,NA,NA,NA,6568,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL365549.png
2011,CHI,DT,NA,75,ACT,Matt Toeaina,Matt,Toeaina,1984-10-09,6-2,308,Oregon,NA,00-0025574,NA,NA,NA,NA,3803,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOE033570.png
2011,CHI,DT,NA,99,CUT,Marcus Harrison,Marcus,Harrison,1984-07-10,6-3,316,Arkansas,NA,00-0026230,NA,NA,NA,NA,4404,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR605647.png
2011,CHI,DT,NA,93,CUT,Tank Tyler,Tank,Tyler,1985-02-14,6-2,325,North Carolina State,NA,00-0025469,NA,NA,NA,NA,3698,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TYL148317.png
2011,CHI,FB,NA,44,ACT,Tyler Clutts,Tyler,Clutts,1984-11-09,6-2,260,Fresno State,NA,00-0027917,NA,NA,NA,NA,6124,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLU606964.png
2011,CHI,FS,NA,47,RES,Chris Conte,Chris,Conte,1989-02-23,6-2,210,California,NA,00-0028031,NA,NA,NA,NA,6245,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CON690403.png
2011,CHI,FS,NA,31,ACT,Brandon Meriweather,Brandon,Meriweather,1984-01-14,5-11,200,Miami (Fla.),NA,00-0025411,NA,NA,NA,NA,3640,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MER280467.png
2011,CHI,G,NA,74,RES,Chris Williams,Chris,Williams,1985-08-26,6-6,320,Vanderbilt,NA,00-0026154,NA,NA,NA,NA,4328,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL188018.png
2011,CHI,G,NA,70,ACT,Edwin Williams,Edwin,Williams,1986-12-10,6-3,315,Maryland,NA,00-0026537,NA,NA,NA,NA,5207,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL256056.png
2011,CHI,G,NA,67,ACT,Chris Spencer,Chris,Spencer,1982-03-28,6-3,309,Mississippi,NA,00-0023461,NA,NA,NA,NA,2243,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPE441205.png
2011,CHI,K,NA,9,ACT,Robbie Gould,Robbie,Gould,1982-12-06,6-0,185,Penn State,Central Mountain (PA),00-0023252,9354,abd73d50-ce60-47f1-b37f-2f9a05b0d7b9,7520,4686,2607,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOU258729.png
2011,CHI,LB,NA,62,CUT,Tanner Antle,Tanner,Antle,1987-10-30,6-4,228,Tulsa,NA,00-0028616,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ANT434298.png
2011,CHI,LB,NA,64,CUT,Tressor Baptiste,Tressor,Baptiste,1988-09-13,6-0,230,Texas A&M - Kingsville,NA,00-0028340,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAP632687.png
2011,CHI,LB,NA,93,ACT,Jabara Williams,Jabara,Williams,1989-07-06,6-2,238,Stephen F. Austin St.,NA,00-0028166,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL320179.png
2011,CHI,LB,NA,59,CUT,Chris Johnson,Chris,Johnson,1986-12-10,6-2,235,South Dakota State,NA,00-0027637,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH127192.png
2011,CHI,LB,NA,58,ACT,Dom DeCicco,Dom,DeCicco,1988-09-11,6-4,230,Pittsburgh,NA,00-0028344,NA,NA,NA,NA,6563,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEC453043.png
2011,CHI,LB,NA,60,CUT,Deron Minor,Deron,Minor,1988-08-11,6-2,235,McNeese State,NA,00-0028350,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIN493998.png
2011,CHI,LB,NA,97,RES,J.T. Thomas,J.T.,Thomas,1988-08-15,6-1,238,West Virginia,NA,00-0028133,NA,NA,NA,NA,6347,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO212048.png
2011,CHI,LB,NA,59,ACT,Patrick Trahan,Patrick,Trahan,1986-11-07,6-2,236,Mississippi,NA,00-0027337,NA,NA,NA,NA,5870,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TRA212835.png
2011,CHI,LS,NA,65,RES,Patrick Mannelly,Patrick,Mannelly,1975-04-18,6-5,265,Duke,NA,00-0010341,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAN456089.png
2011,CHI,LS,NA,45,ACT,Chris Massey,Chris,Massey,1979-08-21,6-0,237,Marshall,NA,00-0021345,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAS350277.png
2011,CHI,MLB,NA,54,ACT,Brian Urlacher,Brian,Urlacher,1978-05-25,6-4,258,New Mexico,NA,00-0019456,NA,NA,NA,NA,587,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/URL059326.png
2011,CHI,OG,NA,62,CUT,Johan Asiata,Johan,Asiata,1985-12-19,6-4,309,Nevada-Las Vegas,NA,00-0026551,NA,NA,NA,NA,5221,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ASI059326.png
2011,CHI,OG,NA,76,ACT,Mansfield Wrotto,Mansfield,Wrotto,1984-10-12,6-3,326,Georgia Tech,NA,00-0025511,NA,NA,NA,NA,3740,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRO636437.png
2011,CHI,OG,NA,64,ACT,Ricky Henry,Ricky,Henry,1987-07-27,6-4,310,Nebraska,NA,00-0028196,NA,NA,NA,NA,6424,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN649040.png
2011,CHI,OL,NA,NA,DEV,Perry Dorrestein,Perry,Dorrestein,1987-09-11,6-7,321,Michigan,Kingswood-Oxford (CT),NA,4044121,af534c7d-791e-4b7f-900d-2d8fd47c0d2a,33209,14503,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOR401788.png
2011,CHI,OLB,NA,55,ACT,Lance Briggs,Lance,Briggs,1980-11-12,6-1,244,Arizona,NA,00-0022128,NA,NA,NA,NA,1383,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRI150227.png
2011,CHI,OLB,NA,53,ACT,Nick Roach,Nick,Roach,1985-06-16,6-1,234,Northwestern,NA,00-0024750,NA,NA,NA,NA,4054,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROA296634.png
2011,CHI,OT,NA,73,ACT,J'Marcus Webb,J'Marcus,Webb,1988-08-08,6-7,333,West Texas A&M,NA,00-0027609,NA,NA,NA,NA,5741,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEB210365.png
2011,CHI,OT,NA,76,CUT,Josh Davis,Josh,Davis,1988-02-01,6-6,300,Georgia,NA,00-0028343,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV496149.png
2011,CHI,P,NA,1,CUT,Spencer Lanning,Spencer,Lanning,1988-05-21,5-11,200,South Carolina,NA,00-0028347,NA,NA,NA,NA,6566,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAN685634.png
2011,CHI,P,NA,8,ACT,Adam Podlesh,Adam,Podlesh,1983-08-11,5-11,200,Maryland,NA,00-0025488,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POD192813.png
2011,CHI,QB,NA,6,RES,Jay Cutler,Jay,Cutler,1983-04-29,6-3,220,Vanderbilt,NA,00-0024226,NA,NA,NA,NA,2956,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CUT288111.png
