season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,update_dt,headshot_url
1999,CLE,C,NA,65,NA,Jim Bundren,Jim,Bundren,1974-10-06,6-3,303,Clemson,NA,00-0002216,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUN324216.png
1999,CLE,CB,NA,33,NA,Daylon McCutcheon,Daylon,McCutcheon,1976-12-09,5-8,180,USC,NA,00-0010777,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC818042.png
1999,CLE,CB,NA,47,NA,Ryan McNeil,Ryan,McNeil,1970-10-04,6-2,192,Miami (Fla.),NA,00-0011038,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCN599569.png
1999,CLE,DB,NA,38,NA,Antonio Langham,Antonio,Langham,1972-07-31,6-0,184,Alabama,NA,00-0009620,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAN556636.png
1999,CLE,DB,NA,20,NA,Earl Little,Earl,Little,1973-03-10,6-0,191,Miami (Fla.),NA,00-0009971,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LIT286135.png
1999,CLE,DB,NA,22,NA,Tim McTyer,Tim,McTyer,1975-12-14,5-11,181,Brigham Young,NA,00-0011064,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCT771256.png
1999,CLE,DB,NA,21,NA,Marquis Smith,Marquis,Smith,1975-01-13,6-2,213,California,NA,00-0015257,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI504600.png
1999,CLE,DB,NA,31,NA,Raymond Jackson,Raymond,Jackson,1973-02-17,5-10,189,Colorado State,NA,00-0008178,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC467199.png
1999,CLE,DB,NA,39,NA,Marlon Forbes,Marlon,Forbes,1971-12-25,6-1,215,Penn State,NA,00-0005405,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR015101.png
1999,CLE,DE,NA,94,NA,Derrick L. Alexander,Derrick L.,Alexander,1973-11-13,6-4,286,Florida State,NA,00-0000146,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALE222855.png
1999,CLE,DE,NA,53,NA,John Thierry,John,Thierry,1971-09-04,6-4,265,Alcorn State,NA,00-0016210,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THI673901.png
1999,CLE,DE,NA,99,NA,Hurvin McCormack,Hurvin,McCormack,1972-04-06,6-5,284,Indiana,NA,00-0010729,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC552095.png
1999,CLE,DE,NA,98,NA,Arnold Miller,Arnold,Miller,1975-01-03,6-3,239,LSU,NA,00-0011234,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL140304.png
1999,CLE,DT,NA,60,NA,Marcus Spriggs,Marcus,Spriggs,1976-07-26,6-4,314,Troy,NA,00-0015492,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPR160574.png
1999,CLE,DT,NA,96,NA,Mike Thompson,Mike,Thompson,1971-12-22,6-4,295,Wisconsin,NA,00-0016399,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO634994.png
1999,CLE,DT,NA,67,NA,John Jurkovic,John,Jurkovic,1967-08-18,6-2,301,Eastern Illinois,NA,00-0008966,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JUR606770.png
1999,CLE,DT,NA,97,NA,Ryan Kuehl,Ryan,Kuehl,1972-01-18,6-4,289,Virginia,NA,00-0009496,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KUE403290.png
1999,CLE,DT,NA,93,NA,Stalin Colinet,Stalin,Colinet,1974-07-17,6-6,284,Boston College,NA,00-0003248,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL380679.png
1999,CLE,DT,NA,73,NA,Darius Holland,Darius,Holland,1973-11-10,6-5,320,Colorado,NA,00-0007590,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL117762.png
1999,CLE,DT,NA,62,NA,Bill Duff,Bill,Duff,1974-02-24,6-3,284,Tennessee,NA,00-0004581,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUF330898.png
1999,CLE,FB,NA,40,NA,Tarek Saleh,Tarek,Saleh,1974-11-07,6-1,240,Wisconsin,NA,00-0014265,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAL309160.png
1999,CLE,FB,NA,44,NA,Marc Edwards,Marc,Edwards,1974-11-17,6-0,229,Notre Dame,NA,00-0004768,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW606990.png
1999,CLE,FS,NA,24,NA,Corey Fuller,Corey,Fuller,1971-05-01,5-10,217,Florida State,NA,00-0005627,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUL176616.png
1999,CLE,G,NA,66,NA,Alex Bernstein,Alex,Bernstein,1975-08-11,6-3,325,Amherst,NA,00-0001173,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER368525.png
1999,CLE,G,NA,71,NA,Jim Pyne,Jim,Pyne,1971-11-23,6-2,297,Virginia Tech,NA,00-0013317,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PYN566472.png
1999,CLE,G,NA,72,NA,Steve Zahursky,Steve,Zahursky,1976-09-02,6-6,305,Kent State,NA,00-0018468,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZAH652601.png
1999,CLE,G,NA,79,NA,Scott Rehberg,Scott,Rehberg,1973-11-17,6-8,330,Central Michigan,NA,00-0013555,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REH276860.png
1999,CLE,G,NA,74,NA,Orlando Bobo,Orlando,Bobo,1974-02-09,6-3,299,Louisiana-Monroe,NA,00-0001397,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOB564878.png
1999,CLE,K,NA,4,NA,Phil Dawson,Phil,Dawson,1975-01-23,5-10,190,Texas,NA,00-0004091,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAW705989.png
1999,CLE,LB,NA,54,NA,Chris Spielman,Chris,Spielman,1965-10-11,6-0,247,Ohio State,NA,00-0015469,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPI155733.png
1999,CLE,LB,NA,59,NA,Kendall Ogle,Kendall,Ogle,1975-11-25,6-0,231,Maryland,NA,00-0012323,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OGL153366.png
1999,CLE,LB,NA,57,NA,Jason Kyle,Jason,Kyle,1972-05-12,6-3,242,Arizona State,NA,00-0009530,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KYL343482.png
1999,CLE,LB,NA,90,NA,James E. Williams,James E.,Williams,1968-10-10,6-0,246,Mississippi State,Kingswood-Oxford (CT),NA,4044121,af534c7d-791e-4b7f-900d-2d8fd47c0d2a,33209,14503,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL332388.png
1999,CLE,LB,NA,78,NA,Tyrone Rogers,Tyrone,Rogers,1974-03-09,6-5,240,Alabama State,NA,00-0013986,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROG660516.png
1999,CLE,LB,NA,51,NA,Lenoy Jones,Lenoy,Jones,1974-09-25,6-1,235,Texas Christian,NA,00-0008811,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON570864.png
1999,CLE,MLB,NA,58,NA,Wali Rainer,Wali,Rainer,1977-04-19,6-2,235,Virginia,NA,00-0013375,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAI580520.png
1999,CLE,OLB,NA,55,NA,Rahim Abdullah,Rahim,Abdullah,1976-03-22,6-5,233,Clemson,NA,00-0000008,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ABD683351.png
1999,CLE,OLB,NA,95,NA,Jamir Miller,Jamir,Miller,1973-11-19,6-5,266,UCLA,NA,00-0011268,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL324621.png
1999,CLE,P,NA,17,NA,Chris Gardocki,Chris,Gardocki,1970-02-07,6-1,200,Clemson,NA,00-0005771,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR211558.png
1999,CLE,QB,NA,10,NA,Jamie Martin,Jamie,Martin,1970-02-08,6-2,206,Weber State,NA,00-0010455,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR642459.png
1999,CLE,QB,NA,11,NA,Ty Detmer,Ty,Detmer,1967-10-30,6-0,194,Brigham Young,NA,00-0004230,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DET313774.png
1999,CLE,QB,NA,2,NA,Tim Couch,Tim,Couch,1977-07-31,6-4,227,Kentucky,NA,00-0003535,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COU041732.png
1999,CLE,RB,NA,27,NA,Abdul-Karim al-Jabbar,Abdul-Karim,al-Jabbar,1974-06-28,5-11,205,UCLA,NA,00-0000003,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALJ059326.png
1999,CLE,RB,NA,42,NA,Terry Kirby,Terry,Kirby,1970-01-20,6-1,213,Virginia,NA,00-0009288,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIR099428.png
1999,CLE,RB,NA,34,NA,Madre Hill,Madre,Hill,1976-01-02,5-11,199,Arkansas,NA,00-0007447,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL526500.png
1999,CLE,RB,NA,43,NA,George Jones,George,Jones,1973-12-31,5-9,212,San Diego State,NA,00-0008751,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON335522.png
1999,CLE,SS,NA,23,NA,Marquez Pope,Marquez,Pope,1970-10-29,5-11,193,Fresno State,NA,00-0013111,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POP487366.png
1999,CLE,T,NA,68,NA,Chris Ruhman,Chris,Ruhman,1974-12-19,6-5,321,Texas A&M,NA,00-0014159,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUH687025.png
1999,CLE,T,NA,66,NA,Jeremy McKinney,Jeremy,McKinney,1976-01-06,6-5,301,Iowa,NA,00-0010962,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK471125.png
1999,CLE,T,NA,69,NA,Roger Chanoine,Roger,Chanoine,1976-09-11,6-4,295,Temple,NA,00-0002885,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHA378571.png
1999,CLE,T,NA,75,NA,Lomas Brown,Lomas,Brown,1963-03-30,6-4,290,Florida,NA,00-0001990,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO548964.png
1999,CLE,T,NA,77,NA,Orlando Brown,Orlando,Brown,1970-12-12,6-7,350,South Carolina State,NA,00-0002012,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO570078.png
1999,CLE,TE,NA,89,NA,Randy Palmer,Randy,Palmer,1975-11-12,6-4,235,Texas A&M - Kingsville,NA,00-0012522,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL612432.png
1999,CLE,TE,NA,82,NA,Irv Smith,Irv,Smith,1971-10-13,6-3,262,Notre Dame,NA,00-0015195,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI342200.png
1999,CLE,TE,NA,83,NA,Mark Campbell,Mark,Campbell,1975-12-06,6-6,253,Michigan,NA,00-0002586,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM504768.png
1999,CLE,TE,NA,88,NA,James Dearth,James,Dearth,1976-01-22,6-3,269,Tarleton State,NA,00-0004112,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEA741611.png
1999,CLE,WR,NA,80,NA,Ronnie Powell,Ronnie,Powell,1974-11-03,5-10,174,Northwestern State-Louisiana,NA,00-0013176,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POW484362.png
1999,CLE,WR,NA,86,NA,Leslie Shepherd,Leslie,Shepherd,1969-11-03,5-11,186,Temple,NA,00-0014790,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE515177.png
1999,CLE,WR,NA,81,NA,Damon Gibson,Damon,Gibson,1975-02-25,5-8,185,Iowa,NA,00-0005932,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIB543214.png
1999,CLE,WR,NA,84,NA,Darrin Chiaverini,Darrin,Chiaverini,1977-10-12,6-1,210,Colorado,NA,00-0002942,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHI077057.png
1999,CLE,WR,NA,87,NA,Zola Davis,Zola,Davis,1975-01-16,6-0,185,South Carolina,NA,00-0004071,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV815538.png
1999,CLE,WR,NA,85,NA,Kevin Johnson,Kevin,Johnson,1976-07-15,5-11,188,Syracuse,NA,00-0008560,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH399248.png
1999,CLE,WR,NA,81,NA,Damon Dunn,Damon,Dunn,1976-03-15,5-9,180,Stanford,NA,00-0004633,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN527300.png
1999,CLE,WR,NA,81,NA,David Dunn,David,Dunn,1972-06-10,6-2,220,Fresno State,NA,00-0004634,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN530032.png
1999,DAL,C,NA,53,NA,Mark Stepnoski,Mark,Stepnoski,1967-01-20,6-2,265,Pittsburgh,NA,00-0015663,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE509652.png
1999,DAL,C,NA,69,NA,Ben Fricke,Ben,Fricke,1975-11-03,6-0,295,Houston,NA,00-0005592,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRI045926.png
1999,DAL,CB,NA,23,NA,Kevin Mathis,Kevin,Mathis,1974-04-29,5-9,181,Texas A&M-Commerce,NA,00-0010535,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT201981.png
1999,DAL,CB,NA,25,NA,Charlie Williams,Charlie,Williams,1972-02-02,6-0,204,Bowling Green State,NA,00-0017750,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL185190.png
1999,DAL,CB,NA,21,NA,Deion Sanders,Deion,Sanders,1967-08-09,6-1,198,Florida State,NA,00-0014324,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN282736.png
1999,DAL,CB,NA,26,NA,Kevin Smith,Kevin,Smith,1970-04-07,5-11,190,Texas A&M,NA,00-0015238,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI462840.png
1999,DAL,CB,NA,38,NA,Duane Hawthorne,Duane,Hawthorne,1976-08-26,5-10,175,Northern Illinois,NA,00-0018575,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW760665.png
1999,DAL,DB,NA,24,NA,Vashone Adams,Vashone,Adams,1973-09-12,5-10,201,Eastern Michigan,NA,00-0000072,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA680900.png
1999,DAL,DB,NA,29,NA,Chris Akins,Chris,Akins,1976-11-29,5-11,195,Arkansas-Pine Bluff,NA,00-0000112,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AKI494748.png
1999,DAL,DB,NA,27,NA,Singor Mobley,Singor,Mobley,1972-10-12,5-11,195,Washington State,NA,00-0011451,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOB543222.png
1999,DAL,DB,NA,20,NA,Jason Kaiser,Jason,Kaiser,1973-11-09,6-0,190,Culver-Stockton,NA,00-0008992,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KAI543222.png
1999,DAL,DB,NA,30,NA,Kenny Wheaton,Kenny,Wheaton,1975-03-08,5-10,199,Oregon,NA,00-0017487,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHE094715.png
1999,DAL,DB,NA,41,NA,Wendell Davis,Wendell,Davis,1973-06-27,5-10,185,Oklahoma,NA,00-0004067,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV791221.png
1999,DAL,DE,NA,78,NA,Leon Lett,Leon,Lett,1968-10-12,6-6,290,Emporia State,NA,00-0009823,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LET648891.png
1999,DAL,DE,NA,97,NA,Kavika Pittman,Kavika,Pittman,1974-10-09,6-6,273,McNeese State,NA,00-0013012,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIT209183.png
1999,DAL,DE,NA,93,NA,Peppi Zellner,Peppi,Zellner,1975-03-14,6-5,257,Fort Valley State,NA,00-0018489,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZEL705650.png
1999,DAL,DE,NA,99,NA,Nathan Davis,Nathan,Davis,1974-02-06,6-5,328,Indiana,NA,00-0004025,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV574243.png
1999,DAL,DE,NA,96,NA,Ebenezer Ekuban,Ebenezer,Ekuban,1976-05-29,6-3,280,North Carolina,NA,00-0004808,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EKU088990.png
1999,DAL,DE,NA,98,NA,Greg Ellis,Greg,Ellis,1975-08-14,6-6,286,North Carolina,NA,00-0004851,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL500479.png
1999,DAL,DT,NA,94,NA,Michael Myers,Michael,Myers,1976-01-20,6-2,288,Alabama,NA,00-0011886,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MYE444952.png
1999,DAL,DT,NA,90,NA,Alonzo Spellman,Alonzo,Spellman,1971-09-27,6-4,292,Ohio State,NA,00-0015450,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPE387482.png
1999,DAL,DT,NA,75,NA,Brandon Noble,Brandon,Noble,1974-04-10,6-2,285,Penn State,NA,00-0012135,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NOB238674.png
1999,DAL,DT,NA,95,NA,Chad Hennings,Chad,Hennings,1965-10-20,6-6,291,Air Force,NA,00-0007283,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN587662.png
1999,DAL,FB,NA,44,NA,Robert Thomas,Robert,Thomas,1974-12-01,6-1,252,Henderson State,NA,00-0016316,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO348534.png
1999,DAL,FS,NA,31,NA,George Teague,George,Teague,1971-02-18,6-1,196,Alabama,NA,00-0016157,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TEA196394.png
1999,DAL,FS,NA,43,NA,Izell Reese,Izell,Reese,1974-05-07,6-2,190,Alabama-Birmingham,NA,00-0013536,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REE597611.png
1999,DAL,G,NA,73,NA,Larry Allen,Larry,Allen,1971-11-27,6-3,326,Sonoma State,NA,00-0000217,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALL550477.png
1999,DAL,G,NA,62,NA,Tom Myslinski,Tom,Myslinski,1968-12-07,6-3,293,Tennessee,NA,00-0011902,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MYS385627.png
1999,DAL,G,NA,63,NA,Mike Kiselak,Mike,Kiselak,1967-03-09,6-3,295,Maryland,NA,00-0009307,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIS105154.png
1999,DAL,G,NA,77,NA,Solomon Page,Solomon,Page,1976-02-27,6-4,321,West Virginia,NA,00-0012499,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAG357732.png
1999,DAL,G,NA,67,NA,Everett McIver,Everett,McIver,1970-08-05,6-5,325,Elizabeth City State,NA,00-0010917,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCI761708.png
1999,DAL,G,NA,61,NA,Kelvin Garmon,Kelvin,Garmon,1976-10-26,6-2,330,Baylor,NA,00-0005778,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR258571.png
1999,DAL,G,NA,66,NA,Tony Hutson,Tony,Hutson,1974-03-13,6-3,306,Northeastern State (Okla.),NA,00-0007992,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUT731086.png
1999,DAL,G,NA,60,NA,Chris Brymer,Chris,Brymer,1974-11-29,6-3,300,USC,NA,00-0002157,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRY815495.png
1999,DAL,K,NA,3,NA,Eddie Murray,Eddie,Murray,1956-08-29,5-11,195,Tulane,NA,00-0011859,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MUR607740.png
1999,DAL,LB,NA,50,NA,Brandon Tolbert,Brandon,Tolbert,1975-04-06,6-4,234,Georgia,NA,00-0016520,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOL140514.png
1999,DAL,LB,NA,59,NA,Dat Nguyen,Dat,Nguyen,1975-09-25,5-11,231,Texas A&M,NA,00-0012085,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NGU771256.png
1999,DAL,LB,NA,55,NA,Lemanski Hall,Lemanski,Hall,1970-11-24,6-0,235,Alabama,NA,00-0006668,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL432225.png
1999,DAL,LB,NA,58,NA,Nate Hemsley,Nate,Hemsley,1974-05-05,6-0,228,Syracuse,NA,00-0007236,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEM639048.png
1999,DAL,LB,NA,57,NA,Quentin Coryatt,Quentin,Coryatt,1970-08-01,6-3,250,Texas A&M,NA,00-0003504,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COR803961.png
1999,DAL,MLB,NA,56,NA,Randall Godfrey,Randall,Godfrey,1973-04-06,6-2,235,Georgia,NA,00-0006063,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOD425790.png
1999,DAL,OLB,NA,52,NA,Dexter Coakley,Dexter,Coakley,1972-10-20,5-10,228,Appalachian State,NA,00-0003140,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COA345732.png
1999,DAL,OLB,NA,54,NA,Darren Hambrick,Darren,Hambrick,1975-08-30,6-2,227,South Carolina,NA,00-0006702,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAM118504.png
1999,DAL,P,NA,4,NA,Toby Gowin,Toby,Gowin,1975-03-30,5-10,167,North Texas,NA,00-0006181,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOW505572.png
1999,DAL,QB,NA,8,NA,Troy Aikman,Troy,Aikman,1966-11-21,6-4,220,UCLA,NA,00-0000104,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AIK553722.png
1999,DAL,QB,NA,11,NA,Mike Quinn,Mike,Quinn,1974-04-15,6-4,211,Stephen F. Austin St.,NA,00-0013341,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/QUI675714.png
1999,DAL,QB,NA,17,NA,Jason Garrett,Jason,Garrett,1966-03-28,6-2,198,Princeton,NA,00-0005794,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR446623.png
1999,DAL,RB,NA,36,NA,Tarik Smith,Tarik,Smith,1975-04-16,5-10,204,California,NA,00-0015309,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI738920.png
1999,DAL,RB,NA,42,NA,Chris Warren,Chris,Warren,1968-01-24,6-2,227,Ferrum,NA,00-0017209,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR590139.png
1999,DAL,RB,NA,34,NA,Tim Lester,Tim,Lester,1968-06-15,5-9,230,Eastern Kentucky,NA,00-0009819,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LES703400.png
1999,DAL,RB,NA,20,NA,Sherman Williams,Sherman,Williams,1973-08-13,5-8,202,Alabama,NA,00-0017932,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL523018.png
