season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
2005,DAL,CB,NA,42,NA,Anthony Henry,Anthony,Henry,1976-11-03,6-1,207,South Florida,NA,00-0020329,NA,NA,NA,NA,855,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN593539.png,NA,NA,NA
2005,DAL,DB,NA,40,NA,Justin Beriault,Justin,Beriault,1981-08-23,6-2,199,Ball State,NA,00-0023640,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER175818.png,NA,NA,NA
2005,DAL,DB,NA,38,NA,Lynn Scott,Lynn,Scott,1977-06-23,6-0,211,Northwestern Oklahoma State,NA,00-0020111,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCO507567.png,NA,NA,NA
2005,DAL,DB,NA,25,NA,Tony Dixon,Tony,Dixon,1979-06-18,6-1,210,Alabama,NA,00-0020419,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIX724551.png,NA,NA,NA
2005,DAL,DB,NA,20,NA,Derek Pagel,Derek,Pagel,1979-10-24,6-1,208,Iowa,NA,00-0021954,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAG486348.png,NA,NA,NA
2005,DAL,DB,NA,20,NA,Willie Pile,Willie,Pile,1980-05-25,6-2,206,Virginia Tech,NA,00-0021867,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIL169192.png,NA,NA,NA
2005,DAL,DE,NA,66,NA,Jay Ratliff,Jay,Ratliff,1981-08-29,6-3,293,Auburn,NA,00-0023656,NA,NA,NA,NA,2441,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAT586227.png,NA,NA,NA
2005,DAL,DE,NA,93,NA,Kenyon Coleman,Kenyon,Coleman,1979-04-10,6-5,295,UCLA,NA,00-0021262,NA,NA,NA,NA,1140,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL295058.png,NA,NA,NA
2005,DAL,DE,NA,74,NA,Vontrell Jamison,Vontrell,Jamison,1982-07-26,6-6,277,Clemson,NA,00-0023031,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAM810377.png,NA,NA,NA
2005,DAL,DE,NA,98,NA,Greg Ellis,Greg,Ellis,1975-08-14,6-6,280,North Carolina,NA,00-0004851,NA,NA,NA,NA,332,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL500479.png,NA,NA,NA
2005,DAL,DE,NA,78,NA,Junior Glymph,Junior,Glymph,1980-09-02,6-3,260,Carson-Newman,NA,00-0022391,NA,NA,NA,NA,2052,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GLY415291.png,NA,NA,NA
2005,DAL,DE,NA,96,NA,Marcus Spears,Marcus,Spears,1983-03-08,6-4,294,LSU,NA,00-0023455,NA,NA,NA,NA,2237,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPE097918.png,NA,NA,NA
2005,DAL,DE,NA,99,NA,Chris Canty,Chris,Canty,1982-11-10,6-7,295,Virginia,NA,00-0023566,NA,NA,NA,NA,2349,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAN796581.png,NA,NA,NA
2005,DAL,DT,NA,96,NA,Willie Blade,Willie,Blade,1979-02-07,6-3,315,Mississippi State,NA,00-0020433,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA389317.png,NA,NA,NA
2005,DAL,DT,NA,92,NA,Thomas Johnson,Thomas,Johnson,1981-06-24,6-2,300,Middle Tennessee State,NA,00-0023195,NA,NA,NA,NA,2659,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH679676.png,NA,NA,NA
2005,DAL,DT,NA,95,NA,Jason Ferguson,Jason,Ferguson,1974-11-28,6-3,310,Georgia,NA,00-0005150,NA,NA,NA,NA,293,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FER162060.png,NA,NA,NA
2005,DAL,FS,NA,29,NA,Keith Davis,Keith,Davis,1978-12-30,5-11,207,Sam Houston State,NA,00-0020974,NA,NA,NA,NA,1232,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV500358.png,NA,NA,NA
2005,DAL,G,NA,70,NA,Ethan Brooks,Ethan,Brooks,1972-04-27,6-6,330,Williams,NA,00-0001835,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO123332.png,NA,NA,NA
2005,DAL,G,NA,70,NA,Marcus Price,Marcus,Price,1972-03-03,6-4,310,LSU,NA,00-0013229,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRI248300.png,NA,NA,NA
2005,DAL,G,NA,62,NA,Marco Rivera,Marco,Rivera,1972-04-26,6-4,307,Penn State,NA,00-0013780,NA,NA,NA,NA,207,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RIV230717.png,NA,NA,NA
2005,DAL,G,NA,65,NA,Andre Gurode,Andre,Gurode,1979-03-06,6-4,314,Colorado,NA,00-0021385,NA,NA,NA,NA,1044,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GUR332232.png,NA,NA,NA
2005,DAL,G,NA,72,NA,Stephen Peterman,Stephen,Peterman,1982-01-11,6-4,323,LSU,NA,00-0022808,NA,NA,NA,NA,1804,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET072370.png,NA,NA,NA
2005,DAL,G,NA,73,NA,Larry Allen,Larry,Allen,1971-11-27,6-3,325,Sonoma State,NA,00-0000217,NA,NA,NA,NA,84,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALL550477.png,NA,NA,NA
2005,DAL,ILB,NA,56,NA,Bradie James,Bradie,James,1981-01-17,6-2,250,LSU,NA,00-0022137,NA,NA,NA,NA,1416,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAM110655.png,NA,NA,NA
2005,DAL,ILB,NA,58,NA,Scott Shanle,Scott,Shanle,1979-11-23,6-2,245,Nebraska,NA,00-0022040,NA,NA,NA,NA,1545,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA171501.png,NA,NA,NA
2005,DAL,ILB,NA,59,NA,Dat Nguyen,Dat,Nguyen,1975-09-25,5-11,238,Texas A&M,NA,00-0012085,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NGU771256.png,NA,NA,NA
2005,DAL,K,NA,3,NA,Billy Cundiff,Billy,Cundiff,1980-03-30,6-1,207,Drake,NA,00-0020972,NA,NA,NA,NA,1230,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CUN046143.png,NA,NA,NA
2005,DAL,K,NA,4,NA,Brett Visintainer,Brett,Visintainer,1982-07-19,6-1,211,Fresno State,NA,00-0023193,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VIS355964.png,NA,NA,NA
2005,DAL,K,NA,4,NA,Shaun Suisham,Shaun,Suisham,1981-12-29,6-0,199,Bowling Green State,NA,00-0023001,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SUI593274.png,NA,NA,NA
2005,DAL,LB,NA,55,NA,Ryan Fowler,Ryan,Fowler,1982-05-20,6-3,250,Duke,NA,00-0022932,NA,NA,NA,NA,2047,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOW551049.png,NA,NA,NA
2005,DAL,LB,NA,90,NA,Eric Ogbogu,Eric,Ogbogu,1975-07-18,6-4,275,Maryland,NA,00-0012320,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OGB474619.png,NA,NA,NA
2005,DAL,LB,NA,53,NA,Kalen Thornton,Kalen,Thornton,1982-05-12,6-3,240,Texas,NA,00-0022407,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO785786.png,NA,NA,NA
2005,DAL,LB,NA,48,NA,Micheal Barrow,Micheal,Barrow,1970-04-19,6-2,245,Miami (Fla.),NA,00-0000829,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR663642.png,NA,NA,NA
2005,DAL,LB,NA,57,NA,Kevin Burnett,Kevin,Burnett,1982-12-24,6-3,240,Tennessee,NA,00-0023477,NA,NA,NA,NA,2259,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUR414018.png,NA,NA,NA
2005,DAL,LB,NA,54,NA,Quinton Caver,Quinton,Caver,1978-08-22,6-4,241,Arkansas,NA,00-0020501,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAV486616.png,NA,NA,NA
2005,DAL,LS,NA,46,NA,Jon Condo,Jon,Condo,1981-08-26,6-3,250,Maryland,Philipsburg-Osceola (PA),00-0023177,9276,9c6d7765-03dd-4266-aeaa-926e5a85235f,7455,7122,2539,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CON072674.png,5083,199,NA
2005,DAL,LS,NA,91,NA,L.P. LaDouceur,L.P.,LaDouceur,1981-03-13,6-4,257,California,Notre Dame (CAN),00-0023298,9349,58ac0e67-b0c1-4a2d-b89d-ccf3296c787f,7512,7095,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAD000000.png,5668,225,NA
2005,DAL,NT,NA,97,NA,La'Roi Glover,La'Roi,Glover,1974-07-04,6-2,290,San Diego State,NA,00-0006051,NA,NA,NA,NA,204,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GLO573495.png,NA,NA,NA
2005,DAL,OLB,NA,51,NA,Alshermond Singleton,Alshermond,Singleton,1975-08-07,6-2,250,Temple,NA,00-0014991,NA,NA,NA,NA,275,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SIN354377.png,NA,NA,NA
2005,DAL,OLB,NA,94,NA,DeMarcus Ware,DeMarcus,Ware,1982-07-31,6-4,255,Troy,NA,00-0023445,NA,NA,NA,NA,2228,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR350675.png,NA,NA,NA
2005,DAL,OLB,NA,50,NA,Scott Fujita,Scott,Fujita,1979-04-28,6-5,250,California,NA,00-0021259,NA,NA,NA,NA,1137,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUJ296636.png,NA,NA,NA
2005,DAL,P,NA,1,NA,Mat McBriar,Mat,McBriar,1979-07-08,6-1,220,Hawaii,NA,00-0021488,NA,NA,NA,NA,1659,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCB332712.png,NA,NA,NA
2005,DAL,QB,NA,11,NA,Drew Bledsoe,Drew,Bledsoe,1972-02-14,6-5,238,Washington State,NA,00-0001361,NA,NA,NA,NA,36,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLE195074.png,NA,NA,NA
2005,DAL,QB,NA,9,NA,Tony Romo,Tony,Romo,1980-04-21,6-2,219,Eastern Illinois,Burlington (WI),00-0021678,5209,c32d8200-2b85-4638-8db3-9a52fb86b207,6624,3153,1693,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROM787981.png,3867,142,NA
2005,DAL,QB,NA,7,NA,Drew Henson,Drew,Henson,1980-02-13,6-4,233,Michigan,NA,00-0022181,NA,NA,NA,NA,1494,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN750249.png,NA,NA,NA
2005,DAL,RB,NA,39,NA,Lousaka Polite,Lousaka,Polite,1981-09-14,6-0,246,Pittsburgh,NA,00-0022405,NA,NA,NA,NA,2152,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POL116785.png,NA,NA,NA
2005,DAL,RB,NA,21,NA,Julius Jones,Julius,Jones,1981-08-14,5-10,211,Notre Dame,NA,00-0022840,NA,NA,NA,NA,1764,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON514079.png,NA,NA,NA
2005,DAL,RB,NA,28,NA,Tyson Thompson,Tyson,Thompson,1981-05-21,6-1,220,San Jose State,NA,00-0023192,NA,NA,NA,NA,2810,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO717589.png,NA,NA,NA
2005,DAL,RB,NA,24,NA,Marion Barber,Marion,Barber,1983-06-10,5-11,218,Minnesota,NA,00-0023544,NA,NA,NA,NA,2326,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR059695.png,NA,NA,NA
2005,DAL,SS,NA,31,NA,Roy Williams,Roy,Williams,1980-08-14,6-0,226,Oklahoma,NA,00-0021143,NA,NA,NA,NA,1016,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL512486.png,NA,NA,NA
2005,DAL,T,NA,71,NA,Cory Procter,Cory,Procter,1982-10-18,6-4,295,Montana,NA,00-0023023,NA,NA,NA,NA,2748,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRO107702.png,NA,NA,NA
2005,DAL,T,NA,75,NA,Marc Colombo,Marc,Colombo,1978-10-08,6-8,317,Boston College,NA,00-0021160,NA,NA,NA,NA,1036,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL745693.png,NA,NA,NA
2005,DAL,T,NA,79,NA,Jacob Rogers,Jacob,Rogers,1981-08-17,6-5,305,USC,NA,00-0022896,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROG387482.png,NA,NA,NA
2005,DAL,T,NA,77,NA,Torrin Tucker,Torrin,Tucker,1979-12-25,6-6,315,Southern Mississippi,NA,00-0021681,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TUC358648.png,NA,NA,NA
2005,DAL,T,NA,79,NA,Rob Petitti,Rob,Petitti,1982-05-21,6-6,325,Pittsburgh,NA,00-0023641,NA,NA,NA,NA,2426,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET518589.png,NA,NA,NA
2005,DAL,T,NA,76,NA,Flozell Adams,Flozell,Adams,1975-05-18,6-7,335,Michigan State,NA,00-0000045,NA,NA,NA,NA,354,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA280969.png,NA,NA,NA
2005,DAL,TE,NA,80,NA,Sean Ryan,Sean,Ryan,1980-03-27,6-5,257,Boston College,NA,00-0022817,NA,NA,NA,NA,1865,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RYA746873.png,NA,NA,NA
2005,DAL,TE,NA,88,NA,Brett Pierce,Brett,Pierce,1981-01-07,6-5,265,Stanford,NA,00-0022447,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIE215220.png,NA,NA,NA
2005,DAL,TE,NA,86,NA,Dan Campbell,Dan,Campbell,1976-04-13,6-5,265,Texas A&M,NA,00-0002565,NA,NA,NA,NA,488,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM220201.png,NA,NA,NA
2005,DAL,TE,NA,82,NA,Jason Witten,Jason,Witten,1982-05-06,6-5,261,Tennessee,Elizabethton (TN),00-0022127,4527,e38c9b1b-7c51-48a2-ac1d-a752502e8930,6405,3086,1384,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIT559021.png,722,23,NA
2005,DAL,WR,NA,81,NA,Peerless Price,Peerless,Price,1976-10-27,5-11,190,Tennessee,NA,00-0013232,NA,NA,NA,NA,473,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRI272527.png,NA,NA,NA
2005,DAL,WR,NA,18,NA,Terrance Copper,Terrance,Copper,1982-03-12,6-0,210,East Carolina,NA,00-0022388,NA,NA,NA,NA,2016,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COP760272.png,NA,NA,NA
2005,DAL,WR,NA,84,NA,Patrick Crayton,Patrick,Crayton,1979-04-07,6-0,205,Northwestern Oklahoma State,NA,00-0022766,NA,NA,NA,NA,1932,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRA820452.png,NA,NA,NA
2005,DAL,WR,NA,19,NA,Keyshawn Johnson,Keyshawn,Johnson,1972-07-22,6-4,211,USC,NA,00-0008561,NA,NA,NA,NA,153,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH399395.png,NA,NA,NA
2005,DAL,WR,NA,83,NA,Terry Glenn,Terry,Glenn,1974-07-23,5-11,195,Ohio State,NA,00-0006043,NA,NA,NA,NA,156,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GLE390120.png,NA,NA,NA
2005,DEN,C,NA,66,NA,Tom Nalen,Tom,Nalen,1971-05-13,6-3,286,Boston College,NA,00-0011915,NA,NA,NA,NA,95,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NAL177981.png,NA,NA,NA
2005,DEN,CB,NA,40,NA,Jeff Shoate,Jeff,Shoate,1981-03-23,5-10,189,San Diego State,NA,00-0022757,NA,NA,NA,NA,1871,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHO081036.png,NA,NA,NA
2005,DEN,CB,NA,35,NA,Lenny Walls,Lenny,Walls,1979-09-26,6-4,195,Boston College,NA,00-0021041,NA,NA,NA,NA,1313,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL557422.png,NA,NA,NA
2005,DEN,CB,NA,22,NA,Domonique Foxworth,Domonique,Foxworth,1983-03-27,5-11,180,Maryland,NA,00-0023532,NA,NA,NA,NA,2314,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOX813566.png,NA,NA,NA
2005,DEN,CB,NA,29,NA,Brandon Browner,Brandon,Browner,1984-08-02,6-4,221,Oregon State,NA,00-0023013,NA,NA,NA,NA,2512,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO784737.png,NA,NA,NA
2005,DEN,CB,NA,24,NA,Champ Bailey,Champ,Bailey,1978-06-22,6-0,192,Georgia,NA,00-0000585,NA,NA,NA,NA,442,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAI582194.png,NA,NA,NA
2005,DEN,CB,NA,45,NA,Roc Alexander,Roc,Alexander,1981-09-23,5-10,190,Washington,NA,00-0022569,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALE577024.png,NA,NA,NA
2005,DEN,CB,NA,27,NA,Darrent Williams,Darrent,Williams,1982-09-27,5-8,188,Oklahoma State,NA,00-0023491,NA,NA,NA,NA,2273,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL207490.png,NA,NA,NA
2005,DEN,DB,NA,40,NA,Curome Cox,Curome,Cox,1981-02-28,6-0,197,Maryland,NA,00-0022477,NA,NA,NA,NA,2018,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COX166116.png,NA,NA,NA
2005,DEN,DB,NA,41,NA,Karl Paymah,Karl,Paymah,1982-11-29,6-0,200,Washington State,NA,00-0023511,NA,NA,NA,NA,2293,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAY245686.png,NA,NA,NA
2005,DEN,DB,NA,32,NA,Chris Young,Chris,Young,1980-01-23,6-0,210,Georgia Tech,NA,00-0021104,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YOU149072.png,NA,NA,NA
2005,DEN,DB,NA,21,NA,Hamza Abdullah,Hamza,Abdullah,1983-08-20,6-2,213,Washington State,NA,00-0023663,NA,NA,NA,NA,2448,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ABD655601.png,NA,NA,NA
2005,DEN,DE,NA,93,NA,Trevor Pryce,Trevor,Pryce,1975-08-03,6-5,286,Clemson,NA,00-0013282,NA,NA,NA,NA,243,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRY103822.png,NA,NA,NA
2005,DEN,DE,NA,64,NA,D.J. Renteria,D.J.,Renteria,1981-01-15,6-3,282,New Mexico,NA,00-0022568,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REN621641.png,NA,NA,NA
2005,DEN,DE,NA,95,NA,Marco Coleman,Marco,Coleman,1969-12-18,6-3,270,Georgia Tech,NA,00-0003230,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL302493.png,NA,NA,NA
2005,DEN,DE,NA,91,NA,Ebenezer Ekuban,Ebenezer,Ekuban,1976-05-29,6-3,275,North Carolina,NA,00-0004808,NA,NA,NA,NA,454,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EKU088990.png,NA,NA,NA
2005,DEN,DE,NA,60,NA,John Engelberger,John,Engelberger,1976-10-18,6-4,268,Virginia Tech,NA,00-0019651,NA,NA,NA,NA,608,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ENG186880.png,NA,NA,NA
2005,DEN,DE,NA,97,NA,Demetrin Veal,Demetrin,Veal,1981-08-11,6-2,288,Tennessee,NA,00-0021934,NA,NA,NA,NA,1533,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VEA401790.png,NA,NA,NA
2005,DEN,DE,NA,98,NA,Courtney Brown,Courtney,Brown,1978-02-14,6-4,285,Penn State,NA,00-0018954,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO358547.png,NA,NA,NA
2005,DEN,DT,NA,75,NA,Monsanto Pope,Monsanto,Pope,1978-01-27,6-3,300,Virginia,NA,00-0021105,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POP504241.png,NA,NA,NA
2005,DEN,DT,NA,61,NA,Gerard Warren,Gerard,Warren,1978-07-25,6-4,325,Florida,NA,00-0020524,NA,NA,NA,NA,775,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR639317.png,NA,NA,NA
2005,DEN,DT,NA,96,NA,Michael Myers,Michael,Myers,1976-01-20,6-2,300,Alabama,NA,00-0011886,NA,NA,NA,NA,385,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MYE444952.png,NA,NA,NA
2005,DEN,FB,NA,39,NA,Kyle Johnson,Kyle,Johnson,1978-12-15,6-0,242,Syracuse,NA,00-0021260,NA,NA,NA,NA,1138,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH039696.png,NA,NA,NA
2005,DEN,FS,NA,42,NA,Sam Brandon,Sam,Brandon,1979-07-05,6-2,200,Nevada-Las Vegas,NA,00-0021248,NA,NA,NA,NA,1128,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA567116.png,NA,NA,NA
2005,DEN,FS,NA,47,NA,John Lynch,John,Lynch,1971-09-25,6-2,220,Stanford,NA,00-0010188,NA,NA,NA,NA,46,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LYN260424.png,NA,NA,NA
2005,DEN,G,NA,62,NA,Chris Myers,Chris,Myers,1981-09-15,6-5,300,Miami (Fla.),NA,00-0023633,NA,NA,NA,NA,2417,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MYE166731.png,NA,NA,NA
2005,DEN,G,NA,50,NA,Ben Hamilton,Ben,Hamilton,1977-08-18,6-4,283,Minnesota,NA,00-0020368,NA,NA,NA,NA,864,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAM186059.png,NA,NA,NA
2005,DEN,G,NA,65,NA,Cooper Carlisle,Cooper,Carlisle,1977-08-11,6-5,295,Florida,NA,00-0019632,NA,NA,NA,NA,658,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR107016.png,NA,NA,NA
2005,DEN,G,NA,59,NA,Taylor Whitley,Taylor,Whitley,1980-02-21,6-4,315,Texas A&M,NA,00-0022134,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI679369.png,NA,NA,NA
2005,DEN,K,NA,1,NA,Jason Elam,Jason,Elam,1970-03-08,5-11,200,Hawaii,NA,00-0004811,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELA548409.png,NA,NA,NA
2005,DEN,K,NA,3,NA,Paul Ernster,Paul,Ernster,1982-01-26,6-0,217,Northern Arizona,NA,00-0023671,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ERN566472.png,NA,NA,NA
2005,DEN,LB,NA,54,NA,Patrick Chukwurah,Patrick,Chukwurah,1979-03-01,6-1,250,Wyoming,NA,00-0020451,NA,NA,NA,NA,895,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHU113658.png,NA,NA,NA
2005,DEN,LB,NA,53,NA,Louis Green,Louis,Green,1979-09-23,6-3,228,Alcorn State,NA,00-0021131,NA,NA,NA,NA,1248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE312631.png,NA,NA,NA
2005,DEN,LB,NA,51,NA,Keith Burns,Keith,Burns,1972-05-16,6-2,235,Oklahoma State,NA,00-0002312,NA,NA,NA,NA,94,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUR522598.png,NA,NA,NA
2005,DEN,MLB,NA,56,NA,Al Wilson,Al,Wilson,1977-06-21,6-0,240,Tennessee,NA,00-0017998,NA,NA,NA,NA,460,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL648623.png,NA,NA,NA
2005,DEN,OLB,NA,52,NA,Ian Gold,Ian,Gold,1978-08-23,6-0,223,Michigan,NA,00-0019652,NA,NA,NA,NA,611,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL024253.png,NA,NA,NA
2005,DEN,OLB,NA,55,NA,D.J. Williams,D.J.,Williams,1982-07-20,6-1,242,Miami (Fla.),NA,00-0022780,NA,NA,NA,NA,1738,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL237478.png,NA,NA,NA
2005,DEN,P,NA,10,NA,Todd Sauerbrun,Todd,Sauerbrun,1973-01-04,5-10,215,West Virginia,NA,00-0014377,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAU163764.png,NA,NA,NA
2005,DEN,QB,NA,16,NA,Jake Plummer,Jake,Plummer,1974-12-19,6-2,212,Arizona State,NA,00-0013042,NA,NA,NA,NA,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLU243945.png,NA,NA,NA
2005,DEN,QB,NA,11,NA,Bradlee Van Pelt,Bradlee,Van Pelt,1980-07-03,6-2,220,Colorado State,NA,00-0022774,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAN689888.png,NA,NA,NA
2005,DEN,RB,NA,26,NA,Tatum Bell,Tatum,Bell,1981-03-02,5-11,213,Oklahoma State,NA,00-0022893,NA,NA,NA,NA,1762,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL598152.png,NA,NA,NA
2005,DEN,RB,NA,37,NA,Cecil Sapp,Cecil,Sapp,1978-12-23,5-11,229,Colorado State,NA,00-0021845,NA,NA,NA,NA,1695,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAP597435.png,NA,NA,NA
