season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,update_dt,headshot_url
2017,BAL,DE,NA,90,ACT,Za'Darius Smith,Za'Darius,Smith,09/08/1992,6-4,275,Kentucky,Greenville (AL),00-0031576,3043168,af3599a5-5eb4-4dd4-87ab-e0032ebfa644,28510,10328,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI827086.png
2017,BAL,DE,NA,NA,DEV,Kapron Lewis-Moore,Kapron,Lewis-Moore,01/24/1990,6-4,315,Notre Dame,NA,00-0029894,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEW814686.png
2017,BAL,DE,NA,96,RES,Brent Urban,Brent,Urban,05/05/1991,6-7,300,Virginia,Lorne Park Secondary (CAN),00-0031177,16831,63cef4ac-6e22-497b-9f8c-fbccd0694d17,27662,9415,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/URB226521.png
2017,BAL,DE,NA,98,ACT,Brandon Williams,Brandon,Williams,02/21/1989,6-1,340,Missouri Southern State,Rockwood Summit (MO),00-0030511,15875,7963d8ea-c627-47cb-b46f-a917abb9e9d7,26717,8678,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL156757.png
2017,BAL,DE,NA,92,ACT,Bronson Kaufusi,Bronson,Kaufusi,07/06/1991,6-6,285,Brigham Young,Timpview (UT),00-0033117,2980444,dac819b2-245f-4845-a73e-b6f92fbe3abb,29304,11087,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KAU453616.png
2017,BAL,DE,NA,93,ACT,Chris Wormley,Chris,Wormley,10/25/1993,6-5,300,Michigan,Whitmer (OH),00-0033913,2977615,9ea97d0c-6af7-46cd-a69f-b61a649e5a28,30187,11955,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOR645302.png
2017,BAL,DT,NA,69,ACT,Willie Henry,Willie,Henry,03/20/1994,6-2,308,Michigan,NA,00-0032409,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN713344.png
2017,BAL,FB,NA,42,ACT,Patrick Ricard,Patrick,Ricard,05/27/1994,6-3,304,Maine,David Prouty (MA),00-0033376,2975417,cb68b95f-ef6f-4e5e-b861-8bfe6cfeacf5,30592,12298,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RIC012529.png
2017,BAL,FS,NA,21,ACT,Lardarius Webb,Lardarius,Webb,10/12/1985,5-10,185,Nicholls State,NA,00-0027060,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEB229214.png
2017,BAL,FS,NA,32,ACT,Eric Weddle,Eric,Weddle,01/04/1985,5-11,200,Utah,NA,00-0025424,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WED290361.png
2017,BAL,G,NA,53,CUT,Jeremy Zuttah,Jeremy,Zuttah,06/01/1986,6-4,300,Rutgers,NA,00-0026223,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZUT622937.png
2017,BAL,ILB,NA,51,ACT,Kamalei Correa,Kamalei,Correa,04/27/1994,6-3,241,Boise State,St. Louis (HI),00-0032386,3042874,08c01429-e747-48f1-b38c-8e712fa53c8e,29276,10982,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COR649558.png
2017,BAL,ILB,NA,57,ACT,C.J. Mosley,C.J.,Mosley,06/19/1992,6-2,250,Alabama,Theodore (AL),00-0031296,16720,bf5f7564-349a-439a-a8a9-4ddb10448a8d,27545,9380,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOS361252.png
2017,BAL,ILB,NA,48,ACT,Patrick Onwuasor,Patrick,Onwuasor,08/22/1992,6-0,227,Portland State,Inglewood (CA),00-0032573,2576761,a5111f5d-0b0c-4745-874c-672904200c32,29758,11311,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ONW652601.png
2017,BAL,K,NA,9,ACT,Justin Tucker,Justin,Tucker,11/21/1989,6-1,183,Texas,Westlake (TX),00-0029597,15683,20a0bad2-d530-4ff4-a2df-5c0a21a1f5db,26534,8398,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TUC224643.png
2017,BAL,LB,NA,45,CUT,Brennen Beyer,Brennen,Beyer,11/25/1992,6-4,263,Michigan,NA,00-0031762,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEY165981.png
2017,BAL,LB,NA,95,CUT,Randy Allen,Randy,Allen,08/04/1993,6-1,243,South Alabama,NA,00-0033824,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALL638601.png
2017,BAL,LB,NA,53,RES,Bam Bradley,Bam,Bradley,06/26/1994,5-11,237,Pittsburgh,NA,00-0033368,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA185803.png
2017,BAL,LB,NA,54,ACT,Tyus Bowser,Tyus,Bowser,05/23/1995,6-2,240,Houston,John Tyler (TX),00-0033283,3040037,b36539fa-de45-4cfd-90be-49d14149e64e,30160,11961,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOW770022.png
2017,BAL,LB,NA,58,ACT,Steven Johnson,Steven,Johnson,03/28/1988,6-1,237,Kansas,NA,00-0028943,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH674515.png
2017,BAL,LB,NA,NA,DEV,Darnell Sankey,Darnell,Sankey,10/11/1994,6-0,250,Sacramento State,NA,00-0033140,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN747431.png
2017,BAL,LS,NA,46,ACT,Morgan Cox,Morgan,Cox,04/26/1986,6-4,235,Tennessee,Evangelical Christian (TN),00-0027557,13848,513df09d-7d3a-44a8-873c-34f2fe46326b,24362,7075,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COX524880.png
2017,BAL,NT,NA,97,ACT,Michael Pierce,Michael,Pierce,11/06/1992,6-0,340,Samford,Daphne (AL),00-0032574,2972144,9aa0b292-f4ad-4517-83e9-717567edec19,29759,11313,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIE424893.png
2017,BAL,OG,NA,61,CUT,Jarell Broxton,Jarell,Broxton,03/27/1993,6-3,333,Baylor,NA,00-0032565,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO828936.png
2017,BAL,OG,NA,71,ACT,Jermaine Eluemunor,Jermaine,Eluemunor,12/13/1994,6-4,338,Texas A&M,Morris Knolls (NJ),00-0033290,3115303,df94ce97-af26-4f12-be2d-14779270e670,30272,11792,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELU177981.png
2017,BAL,OG,NA,65,RES,Nico Siragusa,Nico,Siragusa,05/10/1994,6-4,320,San Diego State,NA,00-0033287,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SIR286611.png
2017,BAL,OG,NA,63,CUT,Jarrod Pughsley,Jarrod,Pughsley,12/18/1990,6-4,320,Akron,NA,00-0030964,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PUG441540.png
2017,BAL,OG,NA,76,ACT,Maurquice Shakir,Maurquice,Shakir,10/14/1993,6-4,313,Middle Tennessee State,NA,00-0033377,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA107482.png
2017,BAL,OG,NA,68,ACT,Matt Skura,Matt,Skura,02/17/1993,6-3,313,Duke,Worthington Kilbourne (OH),00-0032575,2576733,7e7b5ec8-dcf4-409f-a0eb-99246b7493c5,29760,11176,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SKU668077.png
2017,BAL,OG,NA,64,CUT,John Urschel,John,Urschel,06/24/1991,6-3,300,Penn State,NA,00-0030996,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/URS111903.png
2017,BAL,OG,NA,73,RES,Marshal Yanda,Marshal,Yanda,09/15/1984,6-3,305,Iowa,NA,00-0025473,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YAN330781.png
2017,BAL,OG,NA,74,ACT,James Hurst,James,Hurst,12/17/1991,6-5,317,North Carolina,Plainfield (IN),00-0030694,17178,e381248e-ea78-433c-a9cb-7043e9f3335e,27980,9424,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUR496348.png
2017,BAL,OG,NA,61,ACT,Luke Bowanko,Luke,Bowanko,06/12/1991,6-6,300,Virginia,NA,00-0031191,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOW016611.png
2017,BAL,OG,NA,72,RES,Alex Lewis,Alex,Lewis,04/21/1992,6-6,315,Nebraska,Mountain Pointe (AZ),00-0032407,3116110,9ca56390-fb0e-4261-ac0d-1770f65021bc,29364,11110,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEW035528.png
2017,BAL,OLB,NA,55,ACT,Terrell Suggs,Terrell,Suggs,10/11/1982,6-3,265,Arizona State,NA,00-0022161,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SUG467201.png
2017,BAL,OLB,NA,99,ACT,Matt Judon,Matt,Judon,08/15/1992,6-3,263,Grand Valley State,West Bloomfield (MI),00-0032415,3961466,99d79bb9-45aa-4c64-99aa-a92ba2c278af,29380,11083,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JUD442977.png
2017,BAL,OLB,NA,56,ACT,Tim Williams,Tim,Williams,11/12/1993,6-3,260,Alabama,NA,00-0033915,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL538306.png
2017,BAL,OLB,NA,50,RES,Albert McClellan,Albert,McClellan,06/04/1986,6-2,250,Marshall,NA,00-0027560,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC379498.png
2017,BAL,OT,NA,70,CUT,Roubbens Joseph,Roubbens,Joseph,12/21/1994,6-4,312,Buffalo,NA,00-0033827,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOS276256.png
2017,BAL,OT,NA,77,ACT,Austin Howard,Austin,Howard,03/22/1987,6-7,330,Northern Iowa,NA,00-0027297,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOW044656.png
2017,BAL,OT,NA,70,ACT,Andrew Donnal,Andrew,Donnal,03/03/1992,6-6,310,Iowa,NA,00-0032246,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DON467175.png
2017,BAL,OT,NA,67,RES,Stephane Nembot,Stephane,Nembot,12/07/1991,6-6,320,Colorado,NA,00-0032570,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEM083057.png
2017,BAL,OT,NA,NA,DEV,Steven Moore,Steven,Moore,09/28/1993,6-6,303,California,NA,00-0033804,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO699790.png
2017,BAL,OT,NA,79,ACT,Ronnie Stanley,Ronnie,Stanley,03/18/1994,6-6,320,Notre Dame,Gorman (NV),00-0032965,2980153,a792cbbf-d96a-48fc-a187-6f7f5b7dd214,29240,11184,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STA458230.png
2017,BAL,P,NA,3,CUT,Kenny Allen,Kenny,Allen,07/08/1994,6-3,223,Michigan,NA,00-0033365,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALL536107.png
2017,BAL,P,NA,4,ACT,Sam Koch,Sam,Koch,08/13/1982,6-1,222,Nebraska,Seward (NE),00-0024417,9789,544e4159-3da3-47ad-866c-bf48d7634f25,7952,7073,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KOC420430.png
2017,BAL,QB,NA,5,ACT,Joe Flacco,Joe,Flacco,01/16/1985,6-6,245,Delaware,Audubon (NJ),00-0026158,11252,64797df2-efd3-4b27-86ee-1d48f7edb09f,8795,5648,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLA009602.png
2017,BAL,QB,NA,NA,DEV,Josh Woodrum,Josh,Woodrum,11/07/1992,6-3,231,Liberty,NA,00-0032658,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO399845.png
2017,BAL,QB,NA,2,CUT,Dustin Vaughan,Dustin,Vaughan,01/27/1991,6-5,243,West Texas A&M,NA,00-0030970,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAU093530.png
2017,BAL,QB,NA,7,CUT,Thad Lewis,Thad,Lewis,11/19/1987,6-2,219,Duke,NA,00-0027253,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEW733214.png
2017,BAL,QB,NA,15,ACT,Ryan Mallett,Ryan,Mallett,06/05/1988,6-6,250,Arkansas,NA,00-0028012,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAL262949.png
2017,BAL,RB,NA,30,RES,Kenneth Dixon,Kenneth,Dixon,01/21/1994,5-10,223,Louisiana Tech,NA,00-0032411,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIX440855.png
2017,BAL,RB,NA,31,CUT,Bobby Rainey,Bobby,Rainey,10/16/1987,5-8,212,Western Kentucky,NA,00-0029384,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAI596457.png
2017,BAL,RB,NA,37,ACT,Javorius Allen,Javorius,Allen,08/27/1991,6-0,222,USC,NA,00-0031577,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALL469092.png
2017,BAL,RB,NA,39,ACT,Danny Woodhead,Danny,Woodhead,01/25/1985,5-8,204,Chadron State,NA,00-0026019,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO302348.png
2017,BAL,RB,NA,NA,DEV,Ricky Ortiz,Ricky,Ortiz,04/15/1994,6-0,233,Oregon State,NA,00-0033374,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ORT448270.png
2017,BAL,RB,NA,34,ACT,Alex Collins,Alex,Collins,08/26/1994,5-10,210,Arkansas,NA,00-0032426,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL479374.png
2017,BAL,RB,NA,NA,DEV,John Crockett,John,Crockett,02/16/1992,6-0,217,North Dakota State,NA,00-0031826,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRO028230.png
2017,BAL,RB,NA,34,CUT,Lorenzo Taliaferro,Lorenzo,Taliaferro,12/23/1991,6-0,232,Coastal Carolina,NA,00-0031066,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAL413914.png
2017,BAL,RB,NA,28,ACT,Terrance West,Terrance,West,01/28/1991,5-10,225,Towson,NA,00-0031375,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WES395447.png
2017,BAL,SS,NA,23,ACT,Tony Jefferson,Tony,Jefferson,01/27/1992,5-11,215,Oklahoma,NA,00-0030294,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEF423538.png
2017,BAL,TE,NA,84,CUT,Larry Donnell,Larry,Donnell,11/01/1988,6-6,265,Grambling State,NA,00-0028838,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DON564065.png
2017,BAL,TE,NA,80,RES,Crockett Gillmore,Crockett,Gillmore,11/16/1991,6-6,266,Colorado State,NA,00-0030992,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIL677592.png
2017,BAL,TE,NA,86,ACT,Nick Boyle,Nick,Boyle,02/17/1993,6-4,270,Delaware,High Point Regional (NJ),00-0031598,2574591,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,28559,10252,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOY688993.png
2017,BAL,TE,NA,81,CUT,Gavin Escobar,Gavin,Escobar,02/03/1991,6-6,260,San Diego State,NA,00-0030544,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ESC568293.png
2017,BAL,TE,NA,84,SUS,Darren Waller,Darren,Waller,09/13/1992,6-6,255,Georgia Tech,North Cobb (GA),00-0031610,2576925,14c97c9f-26e8-4944-9299-f90de6aeada3,28592,10215,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL509040.png
2017,BAL,TE,NA,82,ACT,Benjamin Watson,Benjamin,Watson,12/18/1980,6-3,251,Georgia,NA,00-0022943,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT311042.png
2017,BAL,TE,NA,87,ACT,Maxx Williams,Maxx,Williams,04/12/1994,6-4,257,Minnesota,Waconia (MN),00-0031558,2970726,52f4a43a-64a9-4d69-a9e2-28bd60f68e49,28443,10128,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL436992.png
2017,BAL,WR,NA,12,ACT,Michael Campanaro,Michael,Campanaro,01/25/1991,5-9,191,Wake Forest,NA,00-0031025,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM169006.png
2017,BAL,WR,NA,18,ACT,Jeremy Maclin,Jeremy,Maclin,05/11/1988,6-0,198,Missouri,NA,00-0026995,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAC710352.png
2017,BAL,WR,NA,NA,DEV,Kenny Bell,Kenny,Bell,02/25/1992,6-1,188,Nebraska,NA,00-0032113,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL431552.png
2017,BAL,WR,NA,10,ACT,Chris Moore,Chris,Moore,06/16/1993,6-1,204,Cincinnati,Thomas Jefferson (FL),00-0032398,2576581,0b504d67-639b-4ba8-979a-498a3086257b,29341,10994,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO226734.png
2017,BAL,WR,NA,11,ACT,Breshad Perriman,Breshad,Perriman,09/10/1993,6-2,215,UCF,Arabia Mountain (GA),00-0032054,2972460,0dc98d11-34e4-46f6-96a6-7707c6f29500,28414,10069,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PER440170.png
2017,BAL,WR,NA,88,ACT,Quincy Adeboyejo,Quincy,Adeboyejo,05/26/1995,6-3,197,Mississippi,Cedar Hill (TX),00-0033366,3051869,5f5fd1a9-1085-404b-a978-426a8895fb83,30512,11845,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADE085874.png
2017,BAL,WR,NA,6,RES,Tim White,Tim,White,07/15/1994,5-10,181,Arizona State,NA,00-0033379,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI541922.png
2017,BAL,WR,NA,14,CUT,Griff Whalen,Griff,Whalen,03/01/1990,5-11,190,Stanford,NA,00-0029033,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHA108810.png
2017,BAL,WR,NA,17,ACT,Mike Wallace,Mike,Wallace,08/01/1986,6-0,200,Mississippi,NA,00-0026901,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL468678.png
2017,BAL,WR,NA,13,CUT,Chris Matthews,Chris,Matthews,10/06/1989,6-5,241,Kentucky,NA,00-0028702,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT534950.png
2017,BAL,WR,NA,16,ACT,Vince Mayle,Vince,Mayle,06/12/1991,6-2,247,Washington State,NA,00-0032188,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAY564719.png
2017,BUF,C,NA,NA,DEV,Adam Redmond,Adam,Redmond,05/19/1993,6-5,300,Harvard,NA,00-0032354,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RED598410.png
2017,BUF,C,NA,70,ACT,Eric Wood,Eric,Wood,03/18/1986,6-4,310,Louisville,NA,00-0027004,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO033999.png
2017,BUF,CB,NA,20,ACT,Shareece Wright,Shareece,Wright,04/08/1987,5-11,184,USC,NA,00-0028027,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI652077.png
2017,BUF,CB,NA,28,ACT,E.J. Gaines,E.J.,Gaines,02/23/1992,5-10,185,Missouri,Fort Osage (MO),00-0031394,16898,ab7df007-37bf-407b-b77d-0e719c80f065,27716,9335,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAI292759.png
2017,BUF,CB,NA,30,ACT,Lafayette Pitts,Lafayette,Pitts,09/24/1992,5-11,195,Pittsburgh,NA,00-0032617,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIT535262.png
2017,BUF,CB,NA,NA,CUT,Lorenzo Doss,Lorenzo,Doss,04/22/1994,5-11,187,Tulane,NA,00-0032136,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOS257736.png
2017,BUF,CB,NA,27,ACT,Tre'Davious White,Tre'Davious,White,01/16/1995,5-11,192,LSU,Green Oaks (LA),00-0033884,3042717,13de701c-c77c-4eb5-b54c-8881ca5e0871,30140,12127,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI547699.png
2017,BUF,DB,NA,33,ACT,Colt Anderson,Colt,Anderson,10/25/1985,5-10,195,Montana,NA,00-0026578,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND162908.png
2017,BUF,DB,NA,47,CUT,B.T. Sanders,B.T.,Sanders,06/29/1995,6-0,195,Nicholls State,NA,00-0033621,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN204478.png
2017,BUF,DB,NA,30,CUT,Bacarri Rambo,Bacarri,Rambo,06/27/1990,6-0,211,Georgia,NA,00-0030289,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAM021629.png
2017,BUF,DB,NA,30,CUT,Adrian McDonald,Adrian,McDonald,03/18/1994,5-9,190,Houston,NA,00-0032907,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCD240217.png
2017,BUF,DB,NA,36,CUT,Robert Blanton,Robert,Blanton,09/07/1989,6-1,200,Notre Dame,NA,00-0029575,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA768016.png
2017,BUF,DB,NA,43,CUT,Joe Powell,Joe,Powell,02/25/1994,6-2,205,Globe Tech NY (J.C.),NA,00-0033181,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POW326168.png
2017,BUF,DB,NA,NA,CUT,L.J. McCray,L.J.,McCray,06/18/1991,6-0,210,Catawba,NA,00-0030767,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC668551.png
2017,BUF,DB,NA,24,ACT,Leonard Johnson,Leonard,Johnson,03/30/1990,5-10,194,Iowa State,NA,00-0029087,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH399760.png
2017,BUF,DB,NA,38,CUT,Jumal Rolle,Jumal,Rolle,05/28/1990,6-0,190,Catawba,NA,00-0029876,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROL522710.png
2017,BUF,DB,NA,NA,DEV,Dean Marlowe,Dean,Marlowe,07/25/1992,6-1,208,James Madison,Holy Cross (NY),00-0031870,2519038,461b6e57-a2b0-4648-ab1f-b3ca4b111fe3,28732,10526,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR268763.png
2017,BUF,DB,NA,29,ACT,Shamarko Thomas,Shamarko,Thomas,02/23/1991,5-9,205,Syracuse,NA,00-0030412,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO379701.png
2017,BUF,DB,NA,41,ACT,Breon Borders,Breon,Borders,07/22/1995,6-0,189,Duke,Statesville (NC),00-0033435,3048663,d0fa2103-69a1-4ed0-a3cd-4eb8d5e342c2,30623,12097,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOR366604.png
2017,BUF,DE,NA,56,ACT,Ryan Davis,Ryan,Davis,02/24/1989,6-2,260,Bethune-Cookman,NA,00-0029053,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV727624.png
2017,BUF,DE,NA,91,CUT,Ian Seau,Ian,Seau,12/04/1992,6-2,250,Nevada,NA,00-0032684,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEA730388.png
2017,BUF,DE,NA,75,ACT,Cap Capi,Cap,Capi,07/11/1992,6-3,249,Akron,NA,00-0031982,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAP202201.png
2017,BUF,DE,NA,55,ACT,Jerry Hughes,Jerry,Hughes,08/13/1988,6-2,254,Texas Christian,Austin (TX),00-0027881,13245,f40e0707-1bf5-44d4-b447-7c03255aa423,24006,6576,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUG532081.png
2017,BUF,DE,NA,54,ACT,Eddie Yarbrough,Eddie,Yarbrough,04/24/1993,6-2,259,Wyoming,Grandview (CO),00-0032480,2576040,fdc01035-18e4-4928-808f-26ee414948d4,29636,11432,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YAR195862.png
2017,BUF,DE,NA,90,RES,Shaq Lawson,Shaq,Lawson,06/17/1994,6-3,267,Clemson,Central Daniel (SC),00-0033096,2977679,89919ab7-0fa2-4fbc-b018-5f2d3e3c21e3,29253,11106,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAW783964.png
2017,BUF,DT,NA,98,CUT,Deandre Coleman,Deandre,Coleman,01/27/1991,6-5,341,California,NA,00-0031103,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL240969.png
2017,BUF,DT,NA,93,CUT,Nigel Williams,Nigel,Williams,12/20/1993,6-2,297,Virginia Tech,NA,00-0033626,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL457994.png
