season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,update_dt,headshot_url
2010,BUF,WR,NA,11,RES,Roscoe Parrish,Roscoe,Parrish,1982-07-16,5-9,178,Miami (Fla.),NA,00-0023490,NA,NA,NA,NA,2272,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAR686635.png
2010,CAR,C,NA,63,CUT,Steve Justice,Steve,Justice,1984-05-26,6-3,293,Wake Forest,NA,00-0026341,NA,NA,NA,NA,4515,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JUS423456.png
2010,CAR,C,NA,67,ACT,Ryan Kalil,Ryan,Kalil,1985-03-29,6-2,295,USC,NA,00-0025446,NA,NA,NA,NA,3675,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KAL275632.png
2010,CAR,C,NA,63,ACT,Chris Morris,Chris,Morris,1983-02-22,6-4,305,Michigan State,NA,00-0024428,NA,NA,NA,NA,3159,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR329995.png
2010,CAR,CB,NA,20,ACT,Chris Gamble,Chris,Gamble,1983-03-11,6-1,200,Ohio State,NA,00-0022914,NA,NA,NA,NA,1749,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAM225683.png
2010,CAR,CB,NA,24,CUT,Marcus Walker,Marcus,Walker,1986-05-23,5-11,191,Oklahoma,NA,00-0025953,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL273520.png
2010,CAR,CB,NA,31,ACT,Richard Marshall,Richard,Marshall,1984-12-12,5-11,189,Fresno State,NA,00-0024273,NA,NA,NA,NA,3003,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR452561.png
2010,CAR,CB,NA,36,ACT,Robert McClain,Robert,McClain,1988-07-22,5-9,195,Connecticut,NA,00-0027840,NA,NA,NA,NA,5771,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC340374.png
2010,CAR,CB,NA,41,ACT,Captain Munnerlyn,Captain,Munnerlyn,1988-04-10,5-8,186,South Carolina,NA,00-0026944,NA,NA,NA,NA,5140,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MUN472912.png
2010,CAR,CB,NA,35,ACT,R.J. Stanford,R.J.,Stanford,1988-05-06,5-10,183,Utah,NA,00-0027817,NA,NA,NA,NA,5746,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STA429584.png
2010,CAR,DB,NA,27,ACT,C.J. Wilson,C.J.,Wilson,1985-04-02,6-1,195,Baylor,NA,00-0025613,NA,NA,NA,NA,3842,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL663286.png
2010,CAR,DE,NA,76,ACT,Greg Hardy,Greg,Hardy,1988-07-28,6-4,277,Mississippi,NA,00-0027774,NA,NA,NA,NA,5698,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR101120.png
2010,CAR,DE,NA,91,RES,Everette Brown,Everette,Brown,1987-08-07,6-1,256,Florida State,NA,00-0027019,NA,NA,NA,NA,4966,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO430930.png
2010,CAR,DE,NA,97,RES,Hilee Taylor,Hilee,Taylor,1986-07-18,6-2,250,North Carolina,NA,00-0026361,NA,NA,NA,NA,4535,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAY252978.png
2010,CAR,DE,NA,95,ACT,Charles Johnson,Charles,Johnson,1986-07-10,6-2,275,Georgia,NA,00-0025470,NA,NA,NA,NA,3699,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH106479.png
2010,CAR,DE,NA,92,ACT,Eric Norwood,Eric,Norwood,1988-05-24,6-1,241,South Carolina,NA,00-0027724,NA,NA,NA,NA,5647,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NOR779793.png
2010,CAR,DE,NA,96,ACT,Tyler Brayton,Tyler,Brayton,1979-11-20,6-6,280,Colorado,NA,00-0022047,NA,NA,NA,NA,1348,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA783841.png
2010,CAR,DT,NA,NA,DEV,Tommie Duhart,Tommie,Duhart,1985-12-30,6-4,328,Valdosta State,NA,00-0027930,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUH218895.png
2010,CAR,DT,NA,98,ACT,Nick Hayden,Nick,Hayden,1986-02-04,6-4,292,Wisconsin,NA,00-0026321,NA,NA,NA,NA,4495,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY062620.png
2010,CAR,DT,NA,61,ACT,Derek Landri,Derek,Landri,1983-09-21,6-2,290,Notre Dame,NA,00-0025553,NA,NA,NA,NA,3782,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAN113331.png
2010,CAR,DT,NA,93,ACT,Corvey Irvin,Corvey,Irvin,1985-05-03,6-3,302,Georgia,NA,00-0027065,NA,NA,NA,NA,5016,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IRV218894.png
2010,CAR,DT,NA,99,ACT,Ed Johnson,Ed,Johnson,1983-12-18,6-2,296,Penn State,NA,00-0024765,NA,NA,NA,NA,3975,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH218893.png
2010,CAR,DT,NA,93,CUT,Tank Tyler,Tank,Tyler,1985-02-14,6-2,306,North Carolina State,NA,00-0025469,NA,NA,NA,NA,3698,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TYL148317.png
2010,CAR,DT,NA,68,ACT,Andre Neblett,Andre,Neblett,1988-06-07,6-0,295,Temple,NA,00-0027402,NA,NA,NA,NA,5915,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEB385627.png
2010,CAR,FB,NA,42,RES,Tony Fiammetta,Tony,Fiammetta,1986-08-22,6-0,242,Syracuse,NA,00-0027093,NA,NA,NA,NA,5052,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIA415290.png
2010,CAR,FS,NA,29,ACT,Jordan Pugh,Jordan,Pugh,1988-01-29,5-11,196,Texas A&M,NA,00-0027799,NA,NA,NA,NA,5725,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PUG231645.png
2010,CAR,FS,NA,23,ACT,Sherrod Martin,Sherrod,Martin,1984-10-12,6-1,198,Troy,NA,00-0027035,NA,NA,NA,NA,4982,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR731251.png
2010,CAR,FS,NA,21,ACT,Gerald Alexander,Gerald,Alexander,1984-06-28,6-2,209,Boise State,NA,00-0025448,NA,NA,NA,NA,3677,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALE250873.png
2010,CAR,G,NA,71,ACT,C.J. Davis,C.J.,Davis,1987-02-02,6-2,308,Pittsburgh,NA,00-0026705,NA,NA,NA,NA,5334,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV243165.png
2010,CAR,G,NA,78,CUT,Tim Duckworth,Tim,Duckworth,1982-09-14,6-4,318,Auburn,NA,00-0025644,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUC611270.png
2010,CAR,G,NA,70,RES,Travelle Wharton,Travelle,Wharton,1981-05-19,6-4,312,South Carolina,NA,00-0022214,NA,NA,NA,NA,1815,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHA582770.png
2010,CAR,G,NA,62,CUT,Ray Hisatake,Ray,Hisatake,1986-09-18,6-3,305,Hawaii,NA,00-0027400,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIS059326.png
2010,CAR,G,NA,72,SUS,Duke Robinson,Duke,Robinson,1986-10-10,6-5,330,Oklahoma,NA,00-0027113,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB407250.png
2010,CAR,G,NA,74,ACT,Geoff Schwartz,Geoff,Schwartz,1986-07-11,6-6,331,Oregon,NA,00-0026381,NA,NA,NA,NA,4555,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH754699.png
2010,CAR,G,NA,73,ACT,Mackenzy Bernadeau,Mackenzy,Bernadeau,1986-01-03,6-4,308,Bentley,NA,00-0026390,NA,NA,NA,NA,4564,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER180672.png
2010,CAR,K,NA,5,CUT,Todd Carter,Todd,Carter,1986-06-07,6-1,190,Grand Valley State,NA,00-0027190,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR748239.png
2010,CAR,K,NA,8,ACT,Rhys Lloyd,Rhys,Lloyd,1982-06-05,5-11,231,Minnesota,NA,00-0023363,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LLO676464.png
2010,CAR,K,NA,4,ACT,John Kasay,John,Kasay,1969-10-27,5-10,210,Georgia,NA,00-0009028,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KAS023070.png
2010,CAR,LB,NA,56,CUT,Quinton Culberson,Quinton,Culberson,1985-10-21,6-1,236,Mississippi State,NA,00-0024565,NA,NA,NA,NA,3917,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CUL068007.png
2010,CAR,LB,NA,58,PUP,Thomas Davis,Thomas,Davis,1983-03-22,6-0,240,Georgia,Randolph-Clay (GA),00-0023448,8429,c8af316c-0e46-41ab-bce5-e63a1730c356,7190,4455,2231,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV768681.png
2010,CAR,LB,NA,NA,DEV,Derrick Doggett,Derrick,Doggett,1984-12-31,6-3,210,Oregon State,Kingswood-Oxford (CT),NA,4044121,af534c7d-791e-4b7f-900d-2d8fd47c0d2a,33209,14503,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOG226058.png
2010,CAR,LB,NA,49,CUT,Sean Ware,Sean,Ware,1987-01-31,6-2,237,New Hampshire,NA,00-0027407,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR371247.png
2010,CAR,LB,NA,53,RES,Jamar Williams,Jamar,Williams,1984-06-14,6-0,237,Arizona State,NA,00-0024335,NA,NA,NA,NA,3065,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL329965.png
2010,CAR,LB,NA,94,ACT,Thomas Williams,Thomas,Williams,1984-12-25,6-1,240,USC,NA,00-0026295,NA,NA,NA,NA,4469,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL537586.png
2010,CAR,LB,NA,56,ACT,Abdul Hodge,Abdul,Hodge,1982-09-09,6-0,236,Iowa,NA,00-0024282,NA,NA,NA,NA,3012,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOD153824.png
2010,CAR,LS,NA,44,ACT,J.J. Jansen,J.J.,Jansen,1986-01-20,6-2,256,Notre Dame,Brophy Prep (AZ),00-0026027,11759,e2ee3901-8de4-4585-a6ca-b7d77d271d9e,9585,7078,4712,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAN681650.png
2010,CAR,MLB,NA,55,RES,Dan Connor,Dan,Connor,1985-11-02,6-2,231,Penn State,NA,00-0026214,NA,NA,NA,NA,4388,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CON508718.png
2010,CAR,OG,NA,60,CUT,Andrew Crummey,Andrew,Crummey,1984-10-22,6-5,301,Maryland,NA,00-0026395,NA,NA,NA,NA,4778,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRU251447.png
2010,CAR,OG,NA,77,DEV,Dan Santucci,Dan,Santucci,1983-09-06,6-4,304,Notre Dame,NA,00-0025617,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN807711.png
2010,CAR,OLB,NA,59,ACT,Nic Harris,Nic,Harris,1986-10-06,6-2,232,Oklahoma,NA,00-0027107,NA,NA,NA,NA,5071,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR493634.png
2010,CAR,OLB,NA,54,RES,Jason Williams,Jason,Williams,1986-04-23,6-1,244,Western Illinois,NA,00-0027043,NA,NA,NA,NA,4992,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL349409.png
2010,CAR,OLB,NA,57,ACT,Jordan Senn,Jordan,Senn,1984-06-11,5-11,224,Portland State,NA,00-0025995,NA,NA,NA,NA,4690,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEN224558.png
2010,CAR,OLB,NA,52,ACT,Jon Beason,Jon,Beason,1985-01-14,6-0,237,Miami (Fla.),NA,00-0025412,NA,NA,NA,NA,3641,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEA530518.png
2010,CAR,OLB,NA,50,ACT,James Anderson,James,Anderson,1983-09-26,6-2,235,Virginia Tech,NA,00-0024303,NA,NA,NA,NA,3033,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND291445.png
2010,CAR,OT,NA,75,DEV,Shawn Murphy,Shawn,Murphy,1982-12-17,6-4,315,Utah State,NA,00-0026250,NA,NA,NA,NA,4424,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MUR521801.png
2010,CAR,OT,NA,NA,DEV,Jacob Bender,Jacob,Bender,1985-04-25,6-6,315,Nicholls State,NA,00-0025564,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEN007006.png
2010,CAR,P,NA,7,ACT,Jason Baker,Jason,Baker,1978-05-17,6-2,205,Iowa,NA,00-0019921,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAK231304.png
2010,CAR,QB,NA,2,ACT,Jimmy Clausen,Jimmy,Clausen,1987-09-21,6-2,222,Notre Dame,NA,00-0027659,NA,NA,NA,NA,5573,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA709185.png
2010,CAR,QB,NA,16,RES,Tony Pike,Tony,Pike,1986-03-10,6-6,222,Cincinnati,NA,00-0027801,NA,NA,NA,NA,5727,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIK566472.png
2010,CAR,QB,NA,3,RES,Matt Moore,Matt,Moore,1984-08-09,6-3,202,Oregon State,NA,00-0025708,NA,NA,NA,NA,4018,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO551757.png
2010,CAR,QB,NA,9,ACT,Keith Null,Keith,Null,1985-09-24,6-4,219,West Texas A&M,NA,00-0027131,NA,NA,NA,NA,5120,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NUL385627.png
2010,CAR,QB,NA,6,ACT,Brian St. Pierre,Brian,St. Pierre,1979-11-28,6-3,224,Boston College,NA,00-0022101,NA,NA,NA,NA,1470,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STP296636.png
2010,CAR,RB,NA,33,ACT,Mike Goodson,Mike,Goodson,1987-05-23,6-0,212,Texas A&M,NA,00-0027080,NA,NA,NA,NA,5034,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOO579925.png
2010,CAR,RB,NA,34,RES,DeAngelo Williams,DeAngelo,Williams,1983-04-25,5-9,217,Memphis,NA,00-0024242,NA,NA,NA,NA,2972,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL221323.png
2010,CAR,RB,NA,38,ACT,Rashawn Jackson,Rashawn,Jackson,1987-01-15,6-1,239,Virginia,NA,00-0027401,NA,NA,NA,NA,5914,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC463165.png
2010,CAR,RB,NA,32,DEV,Josh Vaughan,Josh,Vaughan,1986-12-03,6-0,232,Richmond,NA,00-0026644,NA,NA,NA,NA,5289,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAU175116.png
2010,CAR,RB,NA,26,CUT,Dantrell Savage,Dantrell,Savage,1985-02-15,5-8,182,Oklahoma State,NA,00-0026453,NA,NA,NA,NA,4822,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAV146593.png
2010,CAR,RB,NA,28,ACT,Jonathan Stewart,Jonathan,Stewart,1987-03-21,5-10,235,Oregon,NA,00-0026153,NA,NA,NA,NA,4327,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE770966.png
2010,CAR,RB,NA,22,ACT,Tyrell Sutton,Tyrell,Sutton,1986-12-19,5-8,213,Northwestern,NA,00-0026790,NA,NA,NA,NA,5395,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SUT746154.png
2010,CAR,SAF,NA,25,ACT,Marcus Hudson,Marcus,Hudson,1982-11-15,6-2,200,North Carolina State,NA,00-0024406,NA,NA,NA,NA,3137,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUD456699.png
2010,CAR,SS,NA,30,ACT,Charles Godfrey,Charles,Godfrey,1985-11-15,5-11,205,Iowa,NA,00-0026207,NA,NA,NA,NA,4381,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOD267860.png
2010,CAR,T,NA,69,CUT,Jason Capizzi,Jason,Capizzi,1983-06-19,6-9,330,Indiana (PA),NA,00-0024772,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAP212729.png
2010,CAR,T,NA,69,ACT,Jordan Gross,Jordan,Gross,1980-07-20,6-4,305,Utah,NA,00-0022117,NA,NA,NA,NA,1324,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO400181.png
2010,CAR,T,NA,65,ACT,Garry Williams,Garry,Williams,1986-08-20,6-3,296,Kentucky,NA,00-0026715,NA,NA,NA,NA,5341,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL292481.png
2010,CAR,T,NA,64,ACT,Rob Petitti,Rob,Petitti,1982-05-21,6-6,327,Pittsburgh,NA,00-0023641,NA,NA,NA,NA,2426,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET518589.png
2010,CAR,T,NA,79,RES,Jeff Otah,Jeff,Otah,1986-06-17,6-6,330,Pittsburgh,NA,00-0026159,NA,NA,NA,NA,4333,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OTA266972.png
2010,CAR,TE,NA,86,CUT,Jamie Petrowski,Jamie,Petrowski,1982-07-12,6-4,262,Indiana State,NA,00-0023800,NA,NA,NA,NA,3461,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET651532.png
2010,CAR,TE,NA,47,ACT,Jeff King,Jeff,King,1983-02-19,6-3,260,Virginia Tech,NA,00-0024369,NA,NA,NA,NA,3100,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN534235.png
2010,CAR,TE,NA,88,ACT,Dante Rosario,Dante,Rosario,1984-10-25,6-4,250,Oregon,NA,00-0025542,NA,NA,NA,NA,3771,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS044493.png
2010,CAR,TE,NA,82,ACT,Gary Barnidge,Gary,Barnidge,1985-09-22,6-5,247,Louisville,NA,00-0026281,NA,NA,NA,NA,4455,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR521746.png
2010,CAR,WR,NA,84,DEV,Trent Guy,Trent,Guy,1987-08-22,5-8,171,Louisville,NA,00-0027398,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GUY451769.png
2010,CAR,WR,NA,10,ACT,Armanti Edwards,Armanti,Edwards,1988-03-08,5-11,187,Appalachian State,NA,00-0027692,NA,NA,NA,NA,5613,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW112351.png
2010,CAR,WR,NA,NA,CUT,Marcus Henry,Marcus,Henry,1986-02-21,6-4,212,Kansas,NA,00-0026311,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEN625212.png
2010,CAR,WR,NA,87,ACT,David Clowney,David,Clowney,1985-07-07,6-0,188,Virginia Tech,NA,00-0025544,NA,NA,NA,NA,3773,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLO525348.png
2010,CAR,WR,NA,12,ACT,David Gettis,David,Gettis,1987-08-27,6-3,216,Baylor,NA,00-0027795,NA,NA,NA,NA,5721,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GET190022.png
2010,CAR,WR,NA,15,RES,Wallace Wright,Wallace,Wright,1984-02-01,6-1,197,North Carolina,NA,00-0024171,NA,NA,NA,NA,3563,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI726233.png
2010,CAR,WR,NA,18,CUT,Oliver Young,Oliver,Young,1985-10-25,6-2,196,South Carolina State,NA,00-0027408,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YOU432273.png
2010,CAR,WR,NA,11,ACT,Brandon LaFell,Brandon,LaFell,1986-11-04,6-2,211,LSU,NA,00-0027681,NA,NA,NA,NA,5602,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAF184731.png
2010,CAR,WR,NA,19,CUT,Dexter Jackson,Dexter,Jackson,1986-08-05,5-9,182,Appalachian State,NA,00-0026198,NA,NA,NA,NA,4372,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC132195.png
2010,CAR,WR,NA,80,CUT,Dwayne Jarrett,Dwayne,Jarrett,1986-09-11,6-4,219,USC,NA,00-0025432,NA,NA,NA,NA,3661,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAR252691.png
2010,CAR,WR,NA,83,RES,Charly Martin,Charly,Martin,1984-03-20,6-1,212,West Texas A&M,NA,00-0026753,NA,NA,NA,NA,5366,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR534199.png
2010,CAR,WR,NA,89,ACT,Steve Smith,Steve,Smith,1979-05-12,5-9,185,Utah,NA,00-0020337,NA,NA,NA,NA,837,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI733120.png
2010,CHI,C,NA,64,CUT,Tim Walter,Tim,Walter,1986-12-09,6-4,294,Colorado State,NA,00-0027372,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL658845.png
2010,CHI,C,NA,57,ACT,Olin Kreutz,Olin,Kreutz,1977-06-09,6-2,292,Washington,NA,00-0009472,NA,NA,NA,NA,369,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KRE755975.png
2010,CHI,CB,NA,21,ACT,Corey Graham,Corey,Graham,1985-07-25,6-0,198,New Hampshire,NA,00-0025555,NA,NA,NA,NA,3784,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA137223.png
2010,CHI,CB,NA,26,ACT,Tim Jennings,Tim,Jennings,1983-12-24,5-8,185,Georgia,NA,00-0024277,NA,NA,NA,NA,3007,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEN629013.png
2010,CHI,CB,NA,33,ACT,Charles Tillman,Charles,Tillman,1981-02-23,6-1,198,Louisiana-Lafayette,NA,00-0022123,NA,NA,NA,NA,1351,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TIL389442.png
2010,CHI,CB,NA,30,ACT,D.J. Moore,D.J.,Moore,1987-03-22,5-9,183,Vanderbilt,NA,00-0026907,NA,NA,NA,NA,5042,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO271973.png
2010,CHI,CB,NA,35,ACT,Zack Bowman,Zack,Bowman,1984-11-18,6-1,193,Nebraska,NA,00-0026282,NA,NA,NA,NA,4456,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOW667924.png
2010,CHI,DB,NA,NA,DEV,K.J. Gerard,K.J.,Gerard,1986-04-22,6-1,192,Northern Arizona,NA,00-0026866,NA,NA,NA,NA,5447,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GER062121.png
2010,CHI,DB,NA,NA,CUT,Aaron Webster,Aaron,Webster,1988-07-20,6-2,211,Cincinnati,Kingswood-Oxford (CT),NA,4044121,af534c7d-791e-4b7f-900d-2d8fd47c0d2a,33209,14503,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEB518417.png
2010,CHI,DB,NA,27,ACT,Major Wright,Major,Wright,1988-07-01,5-11,206,Florida,NA,00-0027680,NA,NA,NA,NA,5600,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI556864.png
2010,CHI,DB,NA,31,ACT,Joshua Moore,Joshua,Moore,1988-08-20,5-11,188,Kansas State,NA,00-0027604,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO444818.png
2010,CHI,DB,NA,20,ACT,Craig Steltz,Craig,Steltz,1986-05-07,6-1,210,LSU,NA,00-0026260,NA,NA,NA,NA,4434,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE278126.png
2010,CHI,DE,NA,96,CUT,Maurice Evans,Maurice,Evans,1988-08-14,6-2,265,Penn State,NA,00-0026822,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EVA514246.png
2010,CHI,DE,NA,94,CUT,Charles Grant,Charles,Grant,1978-09-03,6-3,285,Georgia,NA,00-0021156,NA,NA,NA,NA,1032,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA397750.png
2010,CHI,DE,NA,98,ACT,Corey Wootton,Corey,Wootton,1987-06-22,6-6,270,Northwestern,NA,00-0027603,NA,NA,NA,NA,5633,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO826932.png
2010,CHI,DE,NA,90,ACT,Julius Peppers,Julius,Peppers,1980-01-18,6-7,283,North Carolina,NA,00-0021140,NA,NA,NA,NA,1010,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEP422041.png
2010,CHI,DE,NA,71,ACT,Israel Idonije,Israel,Idonije,1980-11-17,6-6,270,Manitoba (Canada),NA,00-0021604,NA,NA,NA,NA,1632,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IDO444955.png
2010,CHI,DE,NA,69,ACT,Henry Melton,Henry,Melton,1986-10-11,6-3,260,Texas,NA,00-0026905,NA,NA,NA,NA,5028,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MEL597141.png
2010,CHI,DE,NA,NA,DEV,Ervin Baldwin,Ervin,Baldwin,1986-08-25,6-2,260,Michigan State,NA,00-0026348,NA,NA,NA,NA,4522,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAL316409.png
