season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id,weeks_active_reg,weeks_active_post
2001,CLE,DE,NA,92,NA,Courtney Brown,Courtney,Brown,1978-02-14,6-4,266,Penn State,NA,00-0018954,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO358547.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,NA
2001,CLE,DE,NA,74,NA,Felipe Claybrooks,Felipe,Claybrooks,1978-01-22,6-3,254,Georgia Tech,NA,00-0020014,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA777388.png,NA,NA,NA,NA,14;15;16;17,NA
2001,CLE,DE,NA,73,NA,Derrick Ham,Derrick,Ham,1975-03-23,6-4,270,Miami (Fla.),NA,00-0006696,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAM012584.png,NA,NA,NA,NA,16;17,NA
2001,CLE,DE,NA,96,NA,Greg Spires,Greg,Spires,1974-08-12,6-1,265,Florida State,NA,00-0015477,NA,NA,NA,376,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPI609432.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,DE,NA,90,NA,Keith McKenzie,Keith,McKenzie,1973-10-17,6-3,273,Ball State,NA,00-0010941,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK257217.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8,NA
2001,CLE,DE,NA,98,NA,Arnold Miller,Arnold,Miller,1975-01-03,6-3,239,LSU,NA,00-0011234,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL140304.png,NA,NA,NA,NA,NA,NA
2001,CLE,DE,NA,70,NA,Mark Word,Mark,Word,1975-11-23,6-5,288,Jacksonville State,NA,00-0018249,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOR107816.png,NA,NA,NA,NA,NA,NA
2001,CLE,DE,NA,78,NA,Tyrone Rogers,Tyrone,Rogers,1974-03-09,6-5,236,Alabama State,NA,00-0013986,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROG660516.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,DE,NA,99,NA,Orpheus Roye,Orpheus,Roye,1973-01-21,6-4,313,Florida State,NA,00-0014116,NA,NA,NA,206,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROY581648.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13,NA
2001,CLE,DT,NA,79,NA,DeVone Claybrooks,DeVone,Claybrooks,1977-09-15,6-3,292,East Carolina,NA,00-0020259,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA779802.png,NA,NA,NA,NA,9;10;11;12;13;14;15;16;17,NA
2001,CLE,DT,NA,97,NA,Ryan Kuehl,Ryan,Kuehl,1972-01-18,6-5,290,Virginia,NA,00-0009496,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KUE403290.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,DT,NA,71,NA,Gaylon Hyder,Gaylon,Hyder,1974-10-18,6-5,290,Texas Christian,NA,00-0018927,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HYD428791.png,NA,NA,NA,NA,17,NA
2001,CLE,DT,NA,93,NA,Mark Smith,Mark,Smith,1974-08-28,6-4,294,Auburn,NA,00-0015255,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI502280.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,DT,NA,91,NA,Marcus Spriggs,Marcus,Spriggs,1976-07-26,6-4,314,Troy,NA,00-0015492,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPR160574.png,NA,NA,NA,NA,1;2;3;4,NA
2001,CLE,DT,NA,96,NA,Mike Thompson,Mike,Thompson,1971-12-22,6-4,296,Wisconsin,NA,00-0016399,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO634994.png,NA,NA,NA,NA,NA,NA
2001,CLE,DT,NA,70,NA,Alvin McKinley,Alvin,McKinley,1978-06-09,6-3,292,Mississippi State,NA,00-0019475,NA,NA,NA,662,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK390700.png,NA,NA,NA,NA,5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,DT,NA,94,NA,Gerard Warren,Gerard,Warren,1978-07-25,6-4,322,Florida,NA,00-0020524,NA,NA,NA,775,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR639317.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,FS,NA,23,NA,Devin Bush,Devin,Bush,1973-07-03,6-0,210,Florida State,NA,00-0002373,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUS219856.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,FS,NA,43,NA,Percy Ellsworth,Percy,Ellsworth,1974-10-19,6-2,225,Virginia,NA,00-0004875,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL798637.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13,NA
2001,CLE,G,NA,63,NA,Brad Bedell,Brad,Bedell,1977-02-12,6-4,299,Colorado,NA,00-0019554,NA,NA,NA,699,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BED100654.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,G,NA,78,NA,Noel LaMontagne,Noel,LaMontagne,1977-03-09,6-4,301,Virginia,NA,00-0019397,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAM745605.png,NA,NA,NA,NA,NA,NA
2001,CLE,G,NA,66,NA,Jeremy McKinney,Jeremy,McKinney,1976-01-06,6-6,301,Iowa,NA,00-0010962,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK471125.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,G,NA,77,NA,Ross Verba,Ross,Verba,1973-10-31,6-4,308,Iowa,NA,00-0016878,NA,NA,NA,2892,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VER055371.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,G,NA,65,NA,Richard Mercier,Richard,Mercier,1975-05-13,6-3,300,Miami (Fla.),NA,00-0019616,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MER102489.png,NA,NA,NA,NA,4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,G,NA,62,NA,Paul Zukauskas,Paul,Zukauskas,1979-07-12,6-6,315,Boston College,NA,00-0020437,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZUK059326.png,NA,NA,NA,NA,11;12;13;14;15;16;17,NA
2001,CLE,HB,NA,80,NA,Aaron Shea,Aaron,Shea,1976-12-05,6-3,244,Michigan,NA,00-0019564,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE008835.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,NA
2001,CLE,K,NA,4,NA,Phil Dawson,Phil,Dawson,1975-01-23,5-11,190,Texas,Lake Highlands (TX),00-0004091,1440,4269,994,422,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAW705989.png,5714,229,NA,e5247e5f-c4af-4a9b-8c7c-da75ef7fbf8d,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,LB,NA,52,NA,Brant Boyer,Brant,Boyer,1971-06-27,6-1,230,Arizona,NA,00-0001611,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOY467175.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,LB,NA,55,NA,Anthony Denman,Anthony,Denman,1979-10-30,6-1,234,Notre Dame,NA,00-0020350,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEN090510.png,NA,NA,NA,NA,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,LB,NA,51,NA,Lenoy Jones,Lenoy,Jones,1974-09-25,6-1,235,Texas Christian,NA,00-0008811,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON570864.png,NA,NA,NA,NA,9;10;11;12;13;14;15;16;17,NA
2001,CLE,LB,NA,54,NA,Tarek Saleh,Tarek,Saleh,1974-11-07,6-0,240,Wisconsin,NA,00-0014265,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAL309160.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,LB,NA,50,NA,Barry Minter,Barry,Minter,1970-01-28,6-2,245,Tulsa,NA,00-0011369,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIN623891.png,NA,NA,NA,NA,1,NA
2001,CLE,MLB,NA,58,NA,Wali Rainer,Wali,Rainer,1977-04-19,6-2,245,Virginia,NA,00-0013375,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAI580520.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,OLB,NA,95,NA,Jamir Miller,Jamir,Miller,1973-11-19,6-5,266,UCLA,NA,00-0011268,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL324621.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,OLB,NA,57,NA,Dwayne Rudd,Dwayne,Rudd,1976-02-03,6-2,237,Alabama,NA,00-0014135,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUD021106.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,P,NA,17,NA,Chris Gardocki,Chris,Gardocki,1970-02-07,6-1,200,Clemson,NA,00-0005771,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR211558.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,QB,NA,12,NA,Josh Booty,Josh,Booty,1975-04-29,6-2,217,LSU,NA,00-0020486,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOO702650.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,QB,NA,2,NA,Tim Couch,Tim,Couch,1977-07-31,6-4,227,Kentucky,NA,00-0003535,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COU041732.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,QB,NA,10,NA,Kelly Holcomb,Kelly,Holcomb,1973-07-09,6-2,212,Middle Tennessee State,NA,00-0007576,NA,NA,NA,148,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL006197.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,RB,NA,42,NA,Carl Fair,Carl,Fair,1977-06-08,6-1,219,Alabama-Birmingham,NA,00-0020224,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FAI124764.png,NA,NA,NA,NA,15;16;17,NA
2001,CLE,RB,NA,34,NA,Benjamin Gay,Benjamin,Gay,1980-02-28,6-1,227,Garden City CC KS,NA,00-0020417,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAY070308.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,RB,NA,29,NA,James Jackson,James,Jackson,1976-08-04,5-10,209,Miami (Fla.),NA,00-0020430,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC227957.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14,NA
2001,CLE,RB,NA,44,NA,Mike Sellers,Mike,Sellers,1975-07-21,6-3,260,Walla Walla CC WA,NA,00-0014655,NA,NA,NA,432,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEL465626.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11,NA
2001,CLE,RB,NA,30,NA,Jamel White,Jamel,White,1978-02-11,5-9,208,South Dakota,NA,00-0019057,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI233632.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,SS,NA,20,NA,Earl Little,Earl,Little,1973-03-10,6-0,198,Miami (Fla.),NA,00-0009971,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LIT286135.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,T,NA,69,NA,Roger Chanoine,Roger,Chanoine,1976-09-11,6-4,295,Temple,NA,00-0002885,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHA378571.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,T,NA,67,NA,Tre' Johnson,Tre',Johnson,1971-08-30,6-2,326,Temple,NA,00-0008640,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH219779.png,NA,NA,NA,NA,1;2;3,NA
2001,CLE,T,NA,71,NA,Terrance Sykes,Terrance,Sykes,1979-02-24,6-6,270,Louisiana Tech,NA,00-0020179,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SYK676464.png,NA,NA,NA,NA,1,NA
2001,CLE,T,NA,72,NA,Roman Oben,Roman,Oben,1972-10-09,6-4,305,Louisville,NA,00-0012293,NA,NA,NA,183,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OBE451158.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,TE,NA,83,NA,Mark Campbell,Mark,Campbell,1975-12-06,6-6,253,Michigan,NA,00-0002586,NA,NA,NA,545,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM504768.png,NA,NA,NA,NA,NA,NA
2001,CLE,TE,NA,82,NA,Rickey Dudley,Rickey,Dudley,1972-07-15,6-6,255,Ohio State,NA,00-0004574,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUD672376.png,NA,NA,NA,NA,1;2;3;4,NA
2001,CLE,TE,NA,87,NA,O.J. Santiago,O.J.,Santiago,1974-03-04,6-7,264,Kent State,NA,00-0014350,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN768688.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,TE,NA,48,NA,Rod Monroe,Rod,Monroe,1976-07-30,6-4,245,Cincinnati,NA,00-0011488,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MON311173.png,NA,NA,NA,NA,5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,TE,NA,89,NA,Jake Moreland,Jake,Moreland,1977-01-18,6-3,255,Western Michigan,NA,00-0019062,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR105937.png,NA,NA,NA,NA,13;14;15;16;17,NA
2001,CLE,TE,NA,47,NA,Alvin Morrow,Alvin,Morrow,1978-04-28,6-4,240,No College,NA,00-0020544,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR680118.png,NA,NA,NA,NA,16;17,NA
2001,CLE,WR,NA,84,NA,Andre King,Andre,King,1973-11-26,5-11,195,Miami (Fla.),NA,00-0020415,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN283143.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,WR,NA,88,NA,JaJuan Dawson,JaJuan,Dawson,1977-11-05,6-1,197,Tulane,NA,00-0019461,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAW561271.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,WR,NA,89,NA,Jammi German,Jammi,German,1974-07-04,6-1,192,Miami (Fla.),NA,00-0005903,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GER507348.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12,NA
2001,CLE,WR,NA,85,NA,Kevin Johnson,Kevin,Johnson,1976-07-15,5-11,195,Syracuse,NA,00-0008560,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH399248.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,WR,NA,81,NA,Quincy Morgan,Quincy,Morgan,1977-09-23,6-1,209,Kansas State,NA,00-0020427,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR208485.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,CLE,WR,NA,86,NA,Dennis Northcutt,Dennis,Northcutt,1977-12-22,5-11,175,Arizona,NA,00-0019650,NA,NA,NA,605,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NOR601264.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,C,NA,66,NA,Ben Fricke,Ben,Fricke,1975-11-03,6-0,280,Houston,NA,00-0005592,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRI045926.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,C,NA,53,NA,Mark Stepnoski,Mark,Stepnoski,1967-01-20,6-2,265,Pittsburgh,NA,00-0015663,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE509652.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,C,NA,68,NA,Matt Lehr,Matt,Lehr,1979-04-25,6-2,292,Virginia Tech,NA,00-0020420,NA,NA,NA,880,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEH401791.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,CB,NA,38,NA,Duane Hawthorne,Duane,Hawthorne,1976-08-26,5-10,175,Northern Illinois,NA,00-0018575,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW760665.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,CB,NA,27,NA,Mario Edwards,Mario,Edwards,1975-12-01,6-0,191,Florida State,NA,00-0019620,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW610083.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,CB,NA,43,NA,Izell Reese,Izell,Reese,1974-05-07,6-2,195,Alabama-Birmingham,NA,00-0013536,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REE597611.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DB,NA,33,NA,Jason Bell,Jason,Bell,1978-04-01,6-0,182,UCLA,NA,00-0020110,NA,NA,NA,940,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL380661.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DB,NA,41,NA,Kareem Larrimore,Kareem,Larrimore,1976-04-21,5-11,206,West Texas A&M,NA,00-0019631,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAR309816.png,NA,NA,NA,NA,1;2;3;4;5;6,NA
2001,DAL,DB,NA,26,NA,Pat Dennis,Pat,Dennis,1978-06-30,6-0,213,Louisiana-Monroe,NA,00-0019675,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEN392923.png,NA,NA,NA,NA,4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DB,NA,24,NA,Tony Dixon,Tony,Dixon,1979-06-18,6-1,213,Alabama,NA,00-0020419,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIX724551.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DB,NA,23,NA,Dwayne Goodrich,Dwayne,Goodrich,1978-05-29,5-11,200,Tennessee,NA,00-0019607,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOO519097.png,NA,NA,NA,NA,NA,NA
2001,DAL,DB,NA,21,NA,Lynn Scott,Lynn,Scott,1977-06-23,6-0,210,Northwestern Oklahoma State,NA,00-0020111,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCO507567.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DE,NA,92,NA,Demetric Evans,Demetric,Evans,1979-09-03,6-3,286,Georgia,NA,00-0020055,NA,NA,NA,953,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EVA137627.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DE,NA,90,NA,Byron Frisch,Byron,Frisch,1976-12-17,6-5,267,Brigham Young,NA,00-0019665,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRI421174.png,NA,NA,NA,NA,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DE,NA,96,NA,Ebenezer Ekuban,Ebenezer,Ekuban,1976-05-29,6-3,282,North Carolina,NA,00-0004808,NA,NA,NA,454,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EKU088990.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14,NA
2001,DAL,DE,NA,98,NA,Greg Ellis,Greg,Ellis,1975-08-14,6-6,275,North Carolina,NA,00-0004851,NA,NA,NA,332,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL500479.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DE,NA,91,NA,Dimitrius Underwood,Dimitrius,Underwood,1977-03-29,6-6,312,Michigan State,NA,00-0016786,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/UND198645.png,NA,NA,NA,NA,1;2;3;4;5;6,NA
2001,DAL,DE,NA,72,NA,Dwayne Missouri,Dwayne,Missouri,1978-12-23,6-5,260,Northwestern,NA,00-0020456,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIS646006.png,NA,NA,NA,NA,8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DE,NA,93,NA,Peppi Zellner,Peppi,Zellner,1975-03-14,6-5,262,Fort Valley State,NA,00-0018489,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZEL705650.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DT,NA,99,NA,Willie Blade,Willie,Blade,1979-02-07,6-3,315,Mississippi State,NA,00-0020433,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA389317.png,NA,NA,NA,NA,NA,NA
2001,DAL,DT,NA,70,NA,Javiar Collins,Javiar,Collins,1978-04-13,6-6,314,Northwestern,NA,00-0020054,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL610113.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DT,NA,64,NA,Daleroy Stewart,Daleroy,Stewart,1978-11-01,6-4,318,Southern Mississippi,NA,00-0020538,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE755377.png,NA,NA,NA,NA,NA,NA
2001,DAL,DT,NA,94,NA,Michael Myers,Michael,Myers,1976-01-20,6-2,292,Alabama,NA,00-0011886,NA,NA,NA,385,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MYE444952.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DT,NA,60,NA,John Nix,John,Nix,1976-11-24,6-1,326,Southern Mississippi,NA,00-0020413,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NIX499191.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,DT,NA,75,NA,Brandon Noble,Brandon,Noble,1974-04-10,6-2,304,Penn State,NA,00-0012135,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NOB238674.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,FB,NA,42,NA,Troy Hambrick,Troy,Hambrick,1976-11-06,6-1,255,Savannah State,NA,00-0019516,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAM122174.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,DAL,FB,NA,44,NA,Robert Thomas,Robert,Thomas,1974-12-01,6-1,273,Henderson State,NA,00-0016316,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO348534.png,NA,NA,NA,NA,1;2;3;4;5;6,NA
