season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url
2021,KC,TE,TE,48,Active,Nick Keizer,Nick,Keizer,1995-05-02,6-4,251,Grand Valley State,Portage Northern (MI),00-0034192,4329472,cafbcd5f-8b40-444e-baec-a48f49d8c5f0,31427,13126,66940,KeizNi00,20563,5465,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zuebnpizkvrjzmxlxf6v"
2021,KC,TE,TE,80,Active,Mark Vital,Mark,Vital,1996-11-07,77,250,Baylor,Advanced Prep International (TX),NA,NA,2e0b66c0-0c32-11ec-b47b-ad6de152e0ae,NA,NA,NA,NA,NA,8101,0,NA
2021,KC,WR,LWR,11,Active,Demarcus Robinson,Demarcus,Robinson,1994-09-21,73,202,Florida,Peach County (GA),00-0032775,3043116,46b16198-116f-4913-85db-2bc21462bd66,29360,11163,10760,RobiDe01,18047,3286,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtcqldbyzmcdvsmgez1e"
2021,KC,WR,LWR,14,Active,Cornell Powell,Cornell,Powell,1997-10-30,72,205,Clemson,JH Rose (NC),00-0036647,NA,bc25629f-1501-4f58-ae46-c6cf502a4b13,NA,15446,40689,NA,NA,7541,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gq2eoy47emmufovspzgp"
2021,KC,WR,NA,85,Active,Elijah Marks,Elijah,Marks,NA,5-11,182,Northern Arizona,NA,NA,3119490,91bb9bd8-633c-4c6d-9dc6-e13d889162d9,31492,13171,NA,NA,20496,5548,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3119490.png
2021,KC,WR,SWR,84,Active,Chad Williams,Chad,Williams,1994-10-19,6-1,204,Grambling,Madison Prep (LA),00-0033933,3066052,35c970b1-cd2c-42b8-bcb6-e0b8dbe39423,30211,12113,11853,WillCh05,18974,4128,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/euzfm4rfpar0i5lmm2df"
2021,KC,WR,LWR,0,Inactive,Antonio Callaway,Antonio,Callaway,1997-01-09,5-11,200,Florida,Washington (FL),00-0034772,3915097,71d9c2a0-81ee-4788-86bb-7ae326396e73,31075,12468,48101,CallAn00,19917,5310,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eydr6upreksg0xwzztvw"
2021,KC,WR,SWR,17,Active,Mecole Hardman,Mecole,Hardman,1998-03-12,70,187,Georgia,Elbert County (GA),00-0035140,4035004,fe6dc768-d576-476c-b150-53b85af2a1d1,31888,13532,42683,HardMe00,20788,5917,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/isxo1qciv0ikmo8urkpc"
2021,KC,WR,RWR,82,Inactive,Daurice Fountain,Daurice,Fountain,1995-12-22,73,212,Northern Iowa,James Madison Memorial (WI),00-0034395,3120659,5226f6a9-a6af-45f9-93ec-669542f3cfc9,31129,12672,48181,FounDa00,19981,5102,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xqtzdzijqm9hwzibtl4o"
2021,KC,WR,SWR,1,Practice Squad,Joe Forson,Joe,Forson,1995-12-07,6-6,230,Valdosta State,NA,NA,NA,NA,NA,NA,NA,NA,21576,6677,1,NA
2021,KC,WR,NA,9,Active,Chris Finke,Chris,Finke,1996-05-02,5-9,184,Notre Dame,Archbishop Alter (OH),NA,NA,4bee96b0-c9d6-4440-96a4-fffe5f14b3b7,33196,14637,NA,NA,21966,7092,1,NA
2021,KC,WR,NA,1,Active,Jamire Jordan,Jamire,Jordan,NA,5-10,167,Fresno State,NA,NA,3124538,91bd5e05-4549-4202-bf7b-6bbd335d038d,32361,14181,NA,NA,21381,6524,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3124538.png
2021,KC,WR,LWR,12,Active,Gehrig Dieter,Gehrig,Dieter,1993-02-24,75,208,Alabama,Washington (IN),00-0033474,2980460,5727f7d5-35a6-4ad9-a96a-8408f8a84bd3,30679,12184,12163,DietGe00,19358,4489,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ex3zzzxojejpl5rqskmq"
2021,KC,WR,NA,7,Active,Andre Lindsey,Andre,Lindsey,NA,6-3,190,Sacramento State,NA,NA,4028212,f89a882d-d345-4966-82c4-528469b28eb6,32362,14182,NA,NA,21382,6617,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4028212.png
2021,KC,WR,RWR,19,Active,Josh Gordon,Josh,Gordon,1991-04-13,75,225,Baylor,Lamar (TX),00-0029664,15705,b228c353-bb1f-4ba8-aa6d-d18ecf297259,26561,8415,7618,GordJo02,14587,1244,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/atwcq5nczzb5k85fince"
2021,KC,WR,RWR,13,Active,Byron Pringle,Byron,Pringle,1993-11-17,73,201,Kansas State,Robinson (FL),00-0034297,4036416,9e55ec9a-ce18-4b4b-b69f-e2d82c219846,31496,12504,42345,PrinBy00,20150,5199,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ciojowlm1oqc6onkec8u"
2021,KC,WR,LWR,10,Active,Tyreek Hill,Tyreek,Hill,1994-03-01,70,185,West Alabama,Coffee (GA),00-0033040,3116406,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,29399,11222,10799,HillTy00,18082,3321,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xw0jhb7zeobj4bkxfpwg"
2021,KC,WR,NA,0,Active,Anas Hasic,Anas,Hasic,NA,5-11,215,West Florida,NA,NA,NA,c4f20113-f0b3-40ab-84b8-16c6cf4e1562,30680,NA,NA,NA,19359,4928,1,NA
2021,KC,WR,SWR,85,Active,Marcus Kemp,Marcus,Kemp,1995-08-14,76,208,Hawaii,Layton (UT),00-0033481,3046399,11b9bcde-b2c8-412b-9689-4420182ca928,30682,12446,12137,KempMa00,19361,4491,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c2xg3yvhm3zw3i9hlil1"
2021,LA,CB,RCB,22,Active,David Long,David,Long,1998-02-06,71,196,Michigan,Loyola (CA),00-0035665,4046536,57bda6af-7324-4e96-a207-525501224c41,31911,13508,27377,LongDa02,20861,5914,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jguzrnumgssdolz4g9hl"
2021,LA,CB,NA,0,Active,Greg Stroman,Greg,Stroman,1996-03-08,5-11,180,Virginia Tech,Stonewall Jackson (VA),00-0034337,3124086,4296dd5b-261c-4c64-b1e2-e2afcda719c5,31211,12751,49354,StroGr00,20080,5368,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cfp2mvofmdr524hscnqb"
2021,LA,CB,LCB,21,Active,Donte Deayon,Donte,Deayon,1994-01-28,69,159,Boise State,Summit (CA),00-0032641,2972896,da918fe0-eb5d-42c7-b952-2f5da5197c20,29846,11528,11242,DeayDo01,18577,3765,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v6br1z7iifzh2wjzwnx0"
2021,LA,CB,RCB,5,Active,Jalen Ramsey,Jalen,Ramsey,1994-10-24,73,208,Florida State,Brentwood Academy (TN),00-0033055,3045373,ca53fda9-d20a-4bc7-b8dc-deef28355399,29239,11111,10639,RamsJa00,17919,3160,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/htswbo6n7zpm25g6kx04"
2021,LA,CB,RCB,11,Active,Darious Williams,Darious,Williams,1993-03-15,69,187,Alabama-Birmingham,Creekside (FL),00-0034203,4239833,a40a9b55-7850-4572-8197-f57a5354f921,31422,13132,55724,WillDa09,20570,5526,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppt4vfmrvdoqkenjwd36"
2021,LA,CB,NA,0,Active,Damarious Randall,Damarious,Randall,1992-08-29,5-11,196,Arizona State,Pensacola (FL),00-0032251,3043258,b9e6500f-2bb4-47b1-a3ea-1e3f925a3743,28418,10387,9463,RandDa00,16791,2335,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jqi8dk9u5j8i9slgfyyk"
2021,LA,CB,NA,49,Active,Donovan Olumba,Donovan,Olumba,1995-09-26,6-2,205,Portland State,Salpointe Catholic (AZ),00-0034562,3153653,b76155e8-ea98-4dbc-b0b6-13cd1b0fc5db,31295,13252,52165,OlumDo00,20203,5492,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkntgh5bd86kzwmtj85u"
2021,LA,DB,FS,23,Active,JuJu Hughes,JuJu,Hughes,1998-07-19,71,188,Fresno State,Hanford (CA),00-0036077,4040901,d014789f-6cc0-435b-bd18-9faaf12ffd6e,33296,15130,49545,HughJu00,22335,7347,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7egzj5ckzhn72mjbgot"
2021,LA,DB,NA,49,Active,Dayan Lake,Dayan,Lake,1997-08-01,5-11,200,Brigham Young,Northridge (UT),00-0035945,3932348,65a08ef1-9b9e-4863-bfa0-38d70472ba4b,33264,15777,NA,NA,22336,7348,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3932348.png
2021,LA,DB,NA,39,Active,Chucky Williams,Chucky,Williams,1995-03-18,6-2,206,Louisville,NA,NA,3116645,061721c5-6a5f-4343-9c47-3ce3d28c69e6,31737,NA,NA,NA,20510,5740,0,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116645.png
2021,LA,DB,NA,35,Active,Brontae Harris,Brontae,Harris,1996-11-08,5-10,190,UAB,Cullman (AL),00-0036601,NA,98e92378-b01f-4fe8-ab8c-24c8e186a74a,NA,15734,55723,NA,NA,8078,0,NA
2021,LA,DB,NA,31,Inactive,Robert Rochell,Robert,Rochell,1998-04-26,74,195,Central Arkansas,Fair Park (LA),00-0036904,NA,170d9d12-0595-4636-9b42-822ff93a6d94,NA,15443,33693,RochRo00,NA,7712,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hine22qpkzn63kuakg6y"
2021,LA,DB,NA,43,Active,Paris Ford,Paris,Ford,1998-06-06,6-0,190,Pittsburgh,Steel Valley (PA),00-0036599,NA,ddc53ac2-7308-43e2-a059-3692636f8ba4,NA,15205,56142,NA,NA,7916,0,NA
2021,LA,DB,NA,37,Active,Jovan Grant,Jovan,Grant,1997-12-09,6-1,210,Merrimack,Concord-Carlisle (MA),00-0036600,NA,8532ebe4-1d3f-422f-8579-a683900c9c6b,NA,15733,NA,NA,NA,7914,0,NA
2021,LA,DB,SS,33,Active,Nick Scott,Nick,Scott,1995-05-17,71,201,Penn State,Fairfax (VA),00-0035669,3116179,4d383922-53ab-48f8-bb8a-29176ea3ffbc,32075,13958,49012,ScotNi01,21131,6301,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m4uyqdmyfv8hbu84iwgy"
2021,LA,DB,SS,4,Active,Jordan Fuller,Jordan,Fuller,1998-03-04,74,203,Ohio State,Old Tappan (NJ),00-0036431,4040613,c72cb618-fb6b-4327-8ced-91088c936c81,32869,14698,45326,FullJo01,21937,6968,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cqch9saqrj3mbeclnlwr"
2021,LA,DB,FS,24,Active,Taylor Rapp,Taylor,Rapp,1997-12-22,72,208,Washington,Sehome (WA),00-0035663,4039007,1cccc54a-c168-4359-bfbc-30556db0ca73,31893,13507,51172,RappTa00,20919,5882,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v31nguuj9cggcpuyzzdh"
2021,LA,DB,NA,46,Active,Grant Haley,Grant,Haley,1996-01-06,69,190,Penn State,The Lovett School (GA),00-0034502,3116166,66dbd211-6835-4c06-9e4d-9f74cffac250,31555,12675,50473,HaleGr00,20339,5647,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/htrwb6eztsrtm8a7j3sj"
2021,LA,DB,SS,39,Active,Antoine Brooks,Antoine,Brooks,1997-10-18,71,210,Maryland,Duval (MD),00-0036346,4036213,60871327-0349-4246-8996-4a594addd8cf,32868,14595,49751,BrooAn00,21924,6917,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wphqpvexhen7vk9kbiqt"
2021,LA,DB,NA,39,Active,Jake Gervase,Jake,Gervase,1995-09-18,73,212,Iowa,Assumption (IA),00-0035609,3144988,e22127ac-1bc7-4f68-bc34-6e20f82a4c24,32603,14310,49103,GervJa00,21588,6687,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jaqyw8qskbtw9xayb9w5"
2021,LA,DB,NA,37,Active,Tyler Hall,Tyler,Hall,1998-10-31,70,190,Wyoming,Junipero Serra (CA),00-0035783,4048718,74761bca-f09c-4a06-8dd4-5f3cf2a2b897,33058,14999,43958,HallTy01,22190,7188,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xgrvp91kglcuwlvhasim"
2021,LA,DB,RCB,37,Inactive,Tyrique McGhee,Tyrique,McGhee,1998-08-11,5-10,187,Georgia,Peach County (GA),00-0035938,4035013,22666f2a-8d3f-45ed-9cc6-3349f838291d,33257,15089,NA,NA,22337,7349,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dvc8xhrhgrtdau912aia"
2021,LA,DB,FS,26,Active,Terrell Burgess,Terrell,Burgess,1998-12-11,71,202,Utah,San Marcos (CA),00-0036421,4035663,b222de39-0a5e-4bbe-b239-083a500194bb,32774,14702,45255,BurgTe00,21922,7036,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgektzgcaziyzxpsdxjb"
2021,LA,DB,NA,35,Active,Kareem Orr,Kareem,Orr,1997-01-02,71,195,Chattanooga,Notre Dame (TN),00-0035573,3675805,aee4f924-aaf5-4351-b503-9fce1ade59c5,32589,14297,50513,OrrxKa00,21581,6682,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i0emgafbvmyebeflmhhr"
2021,LA,DE,NA,92,Active,Jonah Williams,Jonah,Williams,1995-08-17,77,275,Weber State,Rocky Mountain (ID),00-0035944,4032481,d92a275a-a102-4768-965b-60fffe155288,33263,14980,44597,WillJo10,22332,7344,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jvlc8fiuzpmnykcmsjx7"
2021,LA,DE,NA,90,Active,Earnest Brown,Earnest,Brown,1999-01-08,77,270,Northwestern,Ryan (TX),00-0036855,NA,58643249-5d94-48a2-8ea2-13cab4ca2a89,NA,15616,56428,NA,NA,7817,0,NA
2021,LA,DE,NA,98,Active,Dalton Keene,Dalton,Keene,1994-04-26,6-3,271,None,NA,NA,3047191,4122df56-465d-474e-af48-4f0467f69ca8,31736,12680,NA,NA,20154,5173,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3047191.png
2021,LA,DT,NT,91,Active,Greg Gaines,Greg,Gaines,1996-05-06,73,312,Washington,La Habra (CA),00-0035667,3127294,724c3e97-bd2a-4d48-850e-352829e51708,31966,13802,48706,GainGr00,20764,5981,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lack1mjtnzhtguhqdrcl"
2021,LA,DT,NT,69,Inactive,Sebastian Joseph-Day,Sebastian,Joseph-Day,1995-03-21,76,310,Rutgers,Stroudsburg (PA),00-0034810,3047495,21c60b9f-98f3-4b6f-8911-89aba2622347,31165,12993,49935,JoseSe00,19985,5073,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rndkjxv1yfj0v6ckps03"
2021,LA,DT,DT,99,Active,Aaron Donald,Aaron,Donald,1991-05-23,73,280,Pittsburgh,Penn Hills (PA),00-0031388,16716,8bb5c7ef-e7be-4015-8874-2f0982286acc,27541,9391,8648,DonaAa00,16618,2227,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aql93l9dhsmcmcka4hjv"
2021,LA,DT,LDE,94,Active,A'Shawn Robinson,A'Shawn,Robinson,1995-03-21,76,330,Alabama,Arlington Heights (TX),00-0032889,3054857,3f44e069-a9c7-40dc-bfa9-cd403ee9cdbd,29280,11162,10680,RobiAS00,17979,3218,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o2wld73e9qcbv4iylc4y"
2021,LA,DT,NT,95,Active,Bobby Brown,Bobby,Brown,2000-08-07,76,235,Texas A&M,Lamar (TX),00-0036903,NA,17bb3390-5232-402b-b229-c478b22dd200,NA,15591,82429,BrowBo04,NA,7722,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkubnsjwoiuwwwxa9bi3"
2021,LA,DT,NA,95,Active,Tyrell Thompson,Tyrell,Thompson,2000-03-07,6-4,290,Tarleton State,NA,NA,4389458,9b76763e-1030-461f-900b-fba8e9ef9ef3,32136,14015,NA,NA,21299,6391,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4389458.png
2021,LA,DT,DT,96,Active,Michael Hoecht,Michael,Hoecht,1997-10-05,76,310,Brown,Oakwood (OH),00-0035933,NA,073d1bf8-7a0e-4c2f-b890-dbbd47978737,33252,15087,108840,HoecMi00,22330,7342,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7o7cn3khsjxnsgc7adx"
2021,LA,DT,DT,93,Active,Marquise Copeland,Marquise,Copeland,1997-05-09,74,287,Cincinnati,Bedford (OH),00-0035607,3914150,7e4f9b27-edc4-4f5c-b77a-81604220a454,32130,14014,38540,CopeMa01,21298,6390,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/saxztyda2dmkueqidawh"
2021,LA,DT,NA,97,Active,George Silvanic,George,Silvanic,NA,6-5,285,Air Force,Palmer Ridge (CO),00-0036607,NA,40ced645-bcfc-495e-a635-15f811747bab,NA,15737,104214,NA,NA,8063,0,NA
2021,LA,G,RG,0,Active,Anthony McMeans,Anthony,McMeans,NA,6-1,308,New Mexico State,NA,NA,NA,NA,30372,NA,NA,NA,19530,4933,1,NA
2021,LA,K,NA,0,Active,Ryan Santoso,Ryan,Santoso,1995-08-26,77,258,Minnesota,Pace (FL),00-0034648,3040204,d58166e2-24ee-4dd2-ae22-36b05634eb6d,31643,13526,NA,SantRy00,20282,5692,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iifjlwrnkdopawd1ve0e"
2021,LA,K,K,18,Active,Austin MacGinnis,Austin,MacGinnis,1995-05-04,5-10,185,Kentucky,Pratville (AL),00-0035759,3053774,7f97446b-4e10-4b1d-b68c-9b1bc7f1c85f,32667,14354,NA,NA,22123,7095,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zravzw2lftem5jgzqqpy"
2021,LA,K,K,8,Active,Matt Gay,Matt,Gay,1994-03-15,72,232,Utah,Orem (UT),00-0035269,4249087,2b90e091-ef78-4753-93eb-0acf3632c206,31977,13673,NA,GayxMa00,20769,6083,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cpzqyguein6bc8hkyq57"
2021,LA,LB,NA,57,Active,Max Roberts,Max,Roberts,NA,6-1,250,Boston College,Salisbury School (CT),00-0036606,NA,43e0c2d2-1603-4935-b528-dca73b40e889,NA,15736,49749,NA,NA,8064,0,NA
2021,LA,LB,NA,47,Active,Derrick Moncrief,Derrick,Moncrief,1993-06-25,6-2,220,Oklahoma State,Prattville (AL),00-0035751,3115317,34de33c5-fc2c-4818-aa03-294e28cbcfa8,32665,14497,51296,MoncDe00,21709,6764,1,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3115317.png
2021,LA,LB,SLB,48,Active,Chris Garrett,Chris,Garrett,1998-07-15,76,245,Concordia-St. Paul,Wisconsin Lutheran (WI),00-0036863,NA,2ceadd29-bdc5-4143-b4a7-0533050e0f53,NA,15628,136106,NA,NA,7945,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkkgoudr7sddkurky8at"
2021,LA,LB,RILB,51,Active,Troy Reeder,Troy,Reeder,1994-09-13,75,245,Delaware,Salesianum (DE),00-0035617,3116177,d0412c6f-ac97-420c-a9e2-1ca587c480b2,32135,14013,38268,ReedTr01,21332,6353,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/de216pi29xyrm5rgp245"
2021,LA,LB,NA,50,Active,Ernest Jones,Ernest,Jones,1999-11-22,74,230,South Carolina,Ware County (GA),00-0036994,NA,42c12021-abf6-40fa-b989-7ea52d0e7070,NA,15228,81399,JoneEr01,NA,7672,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/px3lral5ho5zij8381s8"
2021,LA,LB,SLB,45,Active,Ogbonnia Okoronkwo,Ogbonnia,Okoronkwo,1995-04-24,74,253,Oklahoma,Alief Taylor (TX),00-0034807,3052667,eacc232b-701d-4a67-9ce5-61b9b931fd42,31130,12788,50130,OkorOg00,19987,5075,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qk8ojdevkkstoztuowm4"
2021,LA,LB,SLB,54,Active,Leonard Floyd,Leonard,Floyd,1992-09-08,77,240,Georgia,Dodge County (GA),00-0033072,3043136,13c4b449-65e4-4a3e-9152-85e9cbb2b8c6,29243,11034,10643,FloyLe00,17935,3174,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cqp8c6qjj6zzyxrystam"
2021,LA,LB,WILL,40,Active,Von Miller,Von,Miller,1989-03-26,75,250,Texas A&M,De Soto (TX),00-0027940,13976,cc9528c4-3a18-4d3f-8d8f-cfef4dcd2d38,24789,7421,6154,MillVo00,13022,871,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fagdiae7v7finbekhz3s"
2021,LA,LB,NA,53,Active,Justin Lawler,Justin,Lawler,1994-12-23,76,265,SMU,Pottsboro (TX),00-0034813,3040109,a4ce9a04-668a-4120-938b-3f05983cc0f3,31214,12716,50592,LawlJu00,20068,5307,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r68dolodg0xt851yklsg"
2021,LA,LB,WILL,58,Active,Justin Hollins,Justin,Hollins,1996-01-15,77,248,Oregon,Martin (TX),00-0035591,3122678,210bfe87-1c9c-48c3-951c-81aef4b2c763,31988,13773,48498,HollJu00,20808,6076,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujah92trpz8jsk2satdh"
2021,LA,LB,RILB,56,Active,Christian Rozeboom,Christian,Rozeboom,1997-01-30,74,230,South Dakota State,Soiux Center (IA),00-0035942,3909013,49abd11f-fe2b-4d15-99ed-f316d2ec67e1,33261,15090,NA,NA,22334,7346,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rl4p4out1yypbiyzczdi"
2021,LA,LB,NA,57,Active,Anthony Hines,Anthony,Hines,1999-01-15,75,226,Texas A&M,Plano East (TX),00-0036769,NA,00cc0e57-b433-42e3-bc18-f7c4bc941a7f,NA,15208,58187,NA,NA,7857,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nvsrjtigt3zpjm77jb4v"
2021,LA,LB,WILL,52,Active,Terrell Lewis,Terrell,Lewis,1998-08-25,77,262,Alabama,St. John's (DC),00-0036419,4040968,a0ebc174-02ad-4bf4-8c0f-517d04a29a95,32754,14390,42845,LewiTe00,21903,6837,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ttigwehfuxysgzenm4lj"
2021,LA,LB,LILB,32,Active,Travin Howard,Travin,Howard,1996-05-10,73,219,Texas Christian,Longview (TX),00-0034812,3116424,7874842b-9b5f-4307-81cd-37f48e981e9f,31201,13008,50959,HowaTr00,20030,5306,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/opmknfp16aticvldcagz"
2021,LA,LS,NA,42,Active,Matt Orzech,Matt,Orzech,1995-04-12,75,245,Azusa Pacific,Paloma Valley (CA),00-0035118,4422336,56b26b71-8f1e-416c-a7e5-62cd67c98f4b,32306,14127,94369,OrzeMa00,21484,6461,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t4vtzubgobld6n726bdn"
2021,LA,LS,NA,0,Active,Carson Tinker,Carson,Tinker,1989-11-15,72,233,Alabama,Riverdale (TN),00-0029959,16359,12f55b0f-17a3-495c-9654-fe53f4c20716,26979,8904,8043,TinkCa00,15454,1668,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqbeehboqlfl6ehkeljx"
2021,LA,OL,RG,64,Inactive,Jamil Demby,Jamil,Demby,1996-06-20,77,321,Maine,Vineland (NJ),00-0034809,3120552,5fb654f3-cc56-42ab-842a-5eb8c3cf8999,31162,12890,31982,DembJa00,19984,5072,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jskkiiw4tpcdf4qsfgv6"
2021,LA,OL,NA,60,Active,Jeremiah Kolone,Jeremiah,Kolone,1994-10-23,75,316,San Jose State,Fallbrook Union (CA),00-0034080,3043198,ff826814-d167-4337-a9a5-9d0ac09ccd6e,31390,13413,46167,NA,20527,5429,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hsmy1klcdl3zycvekxql"
2021,LA,OL,LT,70,Active,Joseph Noteboom,Joseph,Noteboom,1995-06-19,77,321,TCU,Plano (TX),00-0034803,3040008,d24f72af-88e3-46d0-b132-1fe77e5c893b,31059,12848,46249,NoteJo00,19895,5014,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w4y4ro65mzxu1y2usicx"
2021,LA,OL,RT,79,Active,Rob Havenstein,Rob,Havenstein,1992-05-13,80,330,Wisconsin,Linganore (MD),00-0032242,2515613,ec810fdb-ae6f-49ad-9538-31d1e6dfa578,28445,10270,9490,HaveRo00,16818,2362,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/diyvbstvgl6otvg5rahn"
2021,LA,OL,NA,67,Active,Chandler Brewer,Chandler,Brewer,1997-06-12,78,320,Middle Tennessee,Florence (AL),00-0035623,3914440,8ef99bbe-602c-4796-aa04-833f357991ba,32126,14016,13976,BrewCh01,21330,6426,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmlhx639gixh7eem37ti"
2021,LA,OL,LG,73,Active,David Edwards,David,Edwards,1997-03-20,78,308,Wisconsin,Downers Grove North (IL),00-0035668,3917660,b7a0f6d0-af4f-4134-8382-c59c4283576e,32001,13497,35941,EdwaDa01,20747,5904,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqtxwiq4rr5sdutwid5o"
2021,LA,OL,NA,66,Active,Max Pircher,Max,Pircher,1999-09-07,79,300,NA,NA,00-0036605,NA,e564d902-3387-40ac-9428-774e367a3f4d,NA,NA,NA,NA,NA,8016,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ufpoi6xszct4emb2ihcm"
2021,LA,OL,NA,61,Active,Jordan Meredith,Jordan,Meredith,1998-01-04,6-3,300,Western Kentucky,Bowling Green (KY),00-0036604,NA,24c73eb0-7260-46cb-820d-7a64c71e499a,NA,NA,60235,NA,NA,7873,0,NA
2021,LA,OL,RG,63,Active,Austin Corbett,Austin,Corbett,1995-12-17,76,306,Nevada,Edward C. Reed (NV),00-0034261,3056608,9290324b-eb17-423b-8019-e5d26839fd45,31003,12853,46290,CorbAu00,19851,4989,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwdy58xhbiixq5crbb5u"
2021,LA,OL,LG,72,Active,Tremayne Anchrum,Tremayne,Anchrum,1998-06-24,74,315,Clemson,McEachern (GA),00-0036437,4035478,14ab97c3-4ace-4bb6-99de-3b22dcf610fe,32920,14606,41813,AnchTr00,21983,6944,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iapyxzbcazf3tlcj5xdx"
2021,LA,OL,LT,77,Active,Andrew Whitworth,Andrew,Whitworth,1981-12-12,79,330,LSU,West Monroe (LA),00-0024270,9641,f1ce3e7d-6afc-4db4-94f0-475bd63507b3,7804,5005,3000,WhitAn20,5099,202,15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jcpd1mheqjofcqoy8bd5"
